PT	AU	BA	CA	GP	RI	OI	BE	Z2	AU	AA	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	VN	VH	DI	D2	L1	L2	L3	EA	SU	DT	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	G1	NR	CR	LA	AS	AC	CG	DG	C1	C3	EC	DE	DA	UT	PM	
J	Pasley, K; Futris, TG; Skinner, ML					Skinner, Martie/0000-0001-5706-429X					Effects of commitment and psychological centrality on fathering								JOURNAL OF MARRIAGE AND FAMILY				64	1			130	138				10.1111/j.1741-3737.2002.00130.x							Article	FEB 2002	2002										35	0	0	0	2	0	59			0022-2445															2002-02-01	WOS:000173835400012		
J	Riley, LA; Glass, JL										You can't always get what you want - Infant care preferences and use among employed mothers								JOURNAL OF MARRIAGE AND FAMILY				64	1			2	15				10.1111/j.1741-3737.2002.00002.x							Article	FEB 2002	2002										66	0	0	0	2	0	86			0022-2445															2002-02-01	WOS:000173835400002		
J	Rosenfeld, MJ					Rosenfeld, Michael/0000-0002-6310-4558					Measures of assimilation in the marriage market: Mexican Americans 1970-1990								JOURNAL OF MARRIAGE AND FAMILY				64	1			152	162				10.1111/j.1741-3737.2002.00152.x							Article	FEB 2002	2002										92	0	0	0	2	0	116			0022-2445	1741-3737														2002-02-01	WOS:000173835400014		
J	Smith, NB										Celebrating the family: Ethnicity, consumer culture and family ritual.								JOURNAL OF MARRIAGE AND FAMILY				64	1			270	271											Book Review	FEB 2002	2002										0	0	0	0	0	0	0			0022-2445															2002-02-01	WOS:000173835400025		
J	Sweeney, MM										Two decades of family change: The shifting economic foundations of marriage								AMERICAN SOCIOLOGICAL REVIEW				67	1			132	147				10.2307/3088937							Article; Proceedings Paper	FEB 2002	2002						Annual Meeting of the Population-Association-of-AmericaAnnual Meeting of the Population-Association-of-America	MAR 26-29, 1997MAR 26-29, 1997	Populat Assoc AmerPopulat Assoc Amer	WASHINGTON, D.C.WASHINGTON, D.C.	396	0	0	1	4	1	512			0003-1224															2002-02-01	WOS:000174242300007		
J	Vinitzky-Seroussi, V										Commemorating a difficult past: Yitzhak Rabin's memorials								AMERICAN SOCIOLOGICAL REVIEW				67	1			30	51				10.2307/3088932							Article; Proceedings Paper	FEB 2002	2002						51st Annual Meeting of the American-Society-of-Criminology51st Annual Meeting of the American-Society-of-Criminology	NOV 16-20, 1999NOV 16-20, 1999	Amer Soc CriminolAmer Soc Criminol	TORONTO, CANADATORONTO, CANADA	189	0	0	0	1	0	219			0003-1224	1939-8271														2002-02-01	WOS:000174242300002		
J	Wasylkewycz, M										Elder abuse in the family: An interdisciplinary model for research.								JOURNAL OF MARRIAGE AND FAMILY				64	1			274	276											Book Review	FEB 2002	2002										0	0	0	0	0	0	0			0022-2445															2002-02-01	WOS:000173835400028		
J	Wilmoth, J; Koso, G										Does marital history matter? Marital status and wealth outcomes among preretirement adults								JOURNAL OF MARRIAGE AND FAMILY				64	1			254	268				10.1111/j.1741-3737.2002.00254.x							Article	FEB 2002	2002										135	0	0	0	5	0	183			0022-2445															2002-02-01	WOS:000173835400022		
J	Adler, J										The delicious history of the holiday.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1135	1137				10.1086/343212							Book Review	JAN 2002	2002										0	0	0	0	0	0	0			0002-9602															2002-01-01	WOS:000176739000025		
S	Allison, PD; Waterman, RP				Allison, Paul/A-1345-2007		Stolzenberg, RM				Fixed-effects negative binomial regression models								SOCIOLOGICAL METHODOLOGY 2002, VOL 32		Sociological Methodology		32				247	265				10.1111/1467-9531.00117							Article	2002	2002										654	2	1	0	42	4	779			0081-1750		1-4051-0769-3													2002-01-01	WOS:000177930800011		
J	Beattie, IR				Beattie, Irenee/AAV-8349-2021						Are all "adolescent econometricians" created equal? Racial, class, and gender differences in college enrollment								SOCIOLOGY OF EDUCATION				75	1			19	43				10.2307/3090252							Article	JAN 2002	2002										94	0	0	0	0	0	174			0038-0407															2002-01-01	WOS:000173795100002		
J	Bian, YJ										Chinese social stratification and social mobility								ANNUAL REVIEW OF SOCIOLOGY				28				91	116				10.1146/annurev.soc.28.110601.140823							Review	2002	2002										362	3	0	0	4	0	441			0360-0572	1545-2115														2002-01-01	WOS:000178324200005		
J	Blair-Loy, M										Managing our margins: Women entrepreneurs in suburbia.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1108	1110				10.1086/343200							Book Review	JAN 2002	2002										0	0	0	0	0	0	0			0002-9602															2002-01-01	WOS:000176739000012		
J	Bowles, S; Gintis, H										Schooling in capitalist America revisited								SOCIOLOGY OF EDUCATION				75	1			1	18				10.2307/3090251							Article	JAN 2002	2002										287	0	0	0	3	6	555			0038-0407	1939-8573														2002-01-01	WOS:000173795100001		
J	Broh, BA										Linking extracurricular programming to academic achievement: Who benefits and why?								SOCIOLOGY OF EDUCATION				75	1			69	95				10.2307/3090254							Article	JAN 2002	2002										285	0	1	1	2	3	643			0038-0407															2002-01-01	WOS:000173795100004		
S	Bruggeman, J; Vermeulen, I				Vermeulen, Ivar/I-9194-2012; Bruggeman, Jeroen/F-2918-2013	Vermeulen, Ivar/0000-0003-3589-8773	Stolzenberg, RM				A logical toolkit for theory (re) construction								SOCIOLOGICAL METHODOLOGY 2002, VOL 32		Sociological Methodology		32				183	217				10.1111/1467-9531.00115							Article	2002	2002										9	0	1	0	0	0	9			0081-1750		1-4051-0769-3													2002-01-01	WOS:000177930800009		
J	Campbell, JL				Campbell, John/HNR-2256-2023						Ideas, politics, and public policy								ANNUAL REVIEW OF SOCIOLOGY				28				21	38				10.1146/annurev.soc.28.110601.141111							Review	2002	2002										479	0	2	0	5	25	637			0360-0572															2002-01-01	WOS:000178324200002		
J	Cetina, KK; Bruegger, U										Global microstructures: The virtual societies of financial markets								AMERICAN JOURNAL OF SOCIOLOGY				107	4			905	950				10.1086/341045							Review	JAN 2002	2002										497	0	3	0	5	10	560			0002-9602	1537-5390														2002-01-01	WOS:000176739000002		
J	Chibber, V										Bureaucratic rationality and the developmental state								AMERICAN JOURNAL OF SOCIOLOGY				107	4			951	989				10.1086/341010							Article	JAN 2002	2002										110	0	0	0	0	3	113			0002-9602															2002-01-01	WOS:000176739000003		
J	Cole, J										Global sex.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1120	1122				10.1086/343205							Book Review	JAN 2002	2002										0	0	0	0	0	0	0			0002-9602															2002-01-01	WOS:000176739000018		
J	Collins, PH										Liberation sociology.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1097	1098				10.1086/343194							Book Review	JAN 2002	2002										1	0	0	0	0	0	2			0002-9602															2002-01-01	WOS:000176739000006		
J	Conley, D					Conley, Dalton/0000-0002-5174-7222					American project: The rise and fall of a modern ghetto.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1129	1131				10.1086/343209							Book Review	JAN 2002	2002										0	0	0	0	0	0	0			0002-9602															2002-01-01	WOS:000176739000022		
J	Dumais, SA										Cultural capital, gender, and school success: The role of habitus								SOCIOLOGY OF EDUCATION				75	1			44	68				10.2307/3090253							Article	JAN 2002	2002										546	2	1	0	5	5	909			0038-0407	1939-8573														2002-01-01	WOS:000173795100003		
J	Edling, CR				Edling, Christofer/C-8541-2013	Edling, Christofer/0000-0002-3909-1080					Mathematics in sociology								ANNUAL REVIEW OF SOCIOLOGY				28				197	220				10.1146/annurev.soc.28.110601.140942							Review	2002	2002										26	0	0	0	2	1	31			0360-0572															2002-01-01	WOS:000178324200009		
J	Faust, K; Skvoretz, J										Comparing networks across space and time, size and species								SOCIOLOGICAL METHODOLOGY 2002, VOL 32		SOCIOLOGICAL METHODOLOGY		32				267	299				10.1111/1467-9531.00118							Article	2002	2002										112	1	0	0	40	0	150			0081-1750															2002-01-01	WOS:000177930800012		
J	Fligstein, N										The twenty-first century firm: Changing economic organization in international perspective.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1114	1116				10.1086/343202							Book Review	JAN 2002	2002										1	0	0	0	0	0	1			0002-9602															2002-01-01	WOS:000176739000015		
J	Franklin, S										The elusive embryo: How women and men approach new reproductive technologies.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1122	1124				10.1086/343206							Book Review	JAN 2002	2002										0	0	0	0	0	0	0			0002-9602															2002-01-01	WOS:000176739000019		
J	Gille, Z; O Riain, S					O Riain, Sean/0000-0001-9839-6397					Global ethnography								ANNUAL REVIEW OF SOCIOLOGY				28				271	295				10.1146/annurev.soc.28.110601.140945							Review	2002	2002										137	0	1	0	0	3	224			0360-0572	1545-2115														2002-01-01	WOS:000178324200012		
J	Giordano, PC; Cernkovich, SA; Rudolph, JL					Giordano, Peggy/0000-0002-2484-0886					Gender, crime, and desistance: Toward a theory of cognitive transformation								AMERICAN JOURNAL OF SOCIOLOGY				107	4			990	1064				10.1086/343191							Review	JAN 2002	2002										1262	1	0	0	6	17	1593			0002-9602	1537-5390														2002-01-01	WOS:000176739000004		
J	Grannis, R										Discussion: Segregation indices and their functional inputs								SOCIOLOGICAL METHODOLOGY 2002, VOL 32		SOCIOLOGICAL METHODOLOGY		32				69	84				10.1111/1467-9531.00111							Article	2002	2002										40	2	0	0	3	2	55			0081-1750															2002-01-01	WOS:000177930800005		
J	Greeley, A										Young adult Catholics: Religion the culture of choice.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1141	1142				10.1086/343215							Book Review	JAN 2002	2002										0	0	0	0	0	0	0			0002-9602															2002-01-01	WOS:000176739000028		
J	Guthrie, D										Buying and believing: Sri Lankan advertising and consumers in a transnational world.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1119	1120				10.1086/343204							Book Review	JAN 2002	2002										0	0	0	0	0	0	0			0002-9602															2002-01-01	WOS:000176739000017		
J	Haggard, S										The limits of convergence: Globalization and organizational change in Argentina, South Korea and Spain.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1110	1112				10.1086/343193							Book Review	JAN 2002	2002										0	0	0	0	0	0	0			0002-9602															2002-01-01	WOS:000176739000013		
J	Hamilton, SF										Youth at work: The unionized fast-food and grocery workplace.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1106	1108				10.1086/343199							Book Review	JAN 2002	2002										0	0	0	0	0	0	0			0002-9602															2002-01-01	WOS:000176739000011		
J	Henderson, J										The transnational capitalist class.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1112	1114				10.1086/343201							Book Review	JAN 2002	2002										1	0	0	0	0	0	1			0002-9602															2002-01-01	WOS:000176739000014		
J	Hunt, A										Deadliest enemies: Law and the making of race relations on and off Rosebud Reservation.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1102	1104				10.1086/343197							Book Review	JAN 2002	2002										0	0	0	0	0	0	0			0002-9602															2002-01-01	WOS:000176739000009		
J	Jackman, MR										Violence in social life								ANNUAL REVIEW OF SOCIOLOGY				28				387	415				10.1146/annurev.soc.28.110601.140936							Review	2002	2002										97	0	0	1	5	7	141			0360-0572	1545-2115														2002-01-01	WOS:000178324200016		
J	Jasper, JM										The bulldozer in the countryside: Suburban sprawl and the rise of American environmentalism.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1105	1106				10.1086/343198							Book Review	JAN 2002	2002										0	0	0	0	0	0	0			0002-9602															2002-01-01	WOS:000176739000010		
J	Juergensmeyer, M										A comparative sociology of world religions: Virtuosos, priests, and popular religion.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1139	1141				10.1086/343214							Book Review	JAN 2002	2002										0	0	0	0	0	0	0			0002-9602															2002-01-01	WOS:000176739000027		
J	Kadushin, C				Kadushin, Charles/A-2310-2008						The motivational foundation of social networks								SOCIAL NETWORKS				24	1			77	91	PII S0378-8733(01)00052-1			10.1016/S0378-8733(01)00052-1							Article	JAN 2002	2002										87	3	0	0	3	1	121			0378-8733	1879-2111														2002-01-01	WOS:000174169100004		
J	Keister, LA										Financial markets, money, and banking								ANNUAL REVIEW OF SOCIOLOGY				28				39	61				10.1146/annurev.soc.28.110601.140836							Review	2002	2002										44	0	3	0	2	1	54			0360-0572	1545-2115														2002-01-01	WOS:000178324200003		
J	Klinenberg, E										Talking at Trena's: Everyday conversations at an African American tavern.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1126	1129				10.1086/343208							Book Review	JAN 2002	2002										0	0	0	0	0	0	0			0002-9602															2002-01-01	WOS:000176739000021		
J	Kogovsek, T; Ferligoj, A; Coenders, G; Saris, WE				Ferligoj, Anuska/A-3675-2009; Coenders, Germa/A-4294-2014	Coenders, Germa/0000-0002-5204-6882					Estimating the reliability and validity of personal support measures: full information ML estimation with planned incomplete data								SOCIAL NETWORKS				24	1			1	20	PII S0378-8733(01)00047-8			10.1016/S0378-8733(01)00047-8							Article	JAN 2002	2002										30	0	0	0	1	0	34			0378-8733															2002-01-01	WOS:000174169100001		
J	Kurzman, C; Owens, L										The sociology of intellectuals								ANNUAL REVIEW OF SOCIOLOGY				28				63	90				10.1146/annurev.soc.28.110601.140745							Review	2002	2002										109	0	2	0	1	4	147			0360-0572															2002-01-01	WOS:000178324200004		
J	Lai, G; Wong, O										The tie effect on information dissemination: the spread of a commercial rumor in Hong Kong								SOCIAL NETWORKS				24	1			49	75				10.1016/S0378-8733(01)00050-8							Article	JAN 2002	2002										53	3	0	0	1	1	66			0378-8733															2002-01-01	WOS:000174169100003		
J	Lamont, M; Molnár, V				lamont, michele/J-2098-2012	Lamont, Michele/0000-0002-0221-0402					The study of boundaries in the social sciences								ANNUAL REVIEW OF SOCIOLOGY				28				167	195				10.1146/annurev.soc.28.110601.141107							Review	2002	2002										3367	0	14	0	26	66	4430			0360-0572	1545-2115														2002-01-01	WOS:000178324200008		
J	Leenders, RTAJ				Leenders, Roger/C-5723-2011	Leenders, Roger/0000-0002-0556-2550					Modeling social influence through network autocorrelation: constructing the weight matrix								SOCIAL NETWORKS				24	1			21	47	PII S0378-8733(01)00049-1			10.1016/S0378-8733(01)00049-1							Article	JAN 2002	2002										377	5	2	1	22	0	459			0378-8733	1879-2111														2002-01-01	WOS:000174169100002		
J	Lichter, DT; Jayakody, R				Lichter, Daniel/F-3941-2010						Welfare reform: How do we measure success?								ANNUAL REVIEW OF SOCIOLOGY				28				117	141				10.1146/annurev.soc.28.110601.140845							Review	2002	2002										106	0	0	0	1	0	155			0360-0572															2002-01-01	WOS:000178324200006		
J	Lieberson, S; Lynn, FB				Lynn, Freda/M-2300-2019; Lynn, Freda/G-3709-2019	Lynn, Freda/0000-0001-5659-0298					Barking up the wrong branch: Scientific alternatives to the current model of sociological science								ANNUAL REVIEW OF SOCIOLOGY				28				1	19				10.1146/annurev.soc.28.110601.141122							Article	2002	2002										97	0	0	0	9	0	111			0360-0572															2002-01-01	WOS:000178324200001		
J	Lindgren, J										Discussion: Anticipating problems - Doing social science research in the shadow of the law								SOCIOLOGICAL METHODOLOGY 2002, VOL 32		SOCIOLOGICAL METHODOLOGY		32				29	32				10.1111/1467-9531.00109							Article	2002	2002										8	0	0	0	0	0	8			0081-1750															2002-01-01	WOS:000177930800003		
J	Macy, MW; Willer, R										From factors to actors: Computational sociology and agent-based modeling								ANNUAL REVIEW OF SOCIOLOGY				28				143	166				10.1146/annurev.soc.28.110601.141117							Article	2002	2002										789	7	4	0	62	6	957			0360-0572	1545-2115														2002-01-01	WOS:000178324200007		
J	Madsen, R										Fuzhou Protestants and the making of a modern China: 1857-1927.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1137	1139				10.1086/343213							Book Review	JAN 2002	2002										0	0	0	0	0	0	0			0002-9602															2002-01-01	WOS:000176739000026		
J	Martin, JL										Power, authority, and the constraint of belief systems								AMERICAN JOURNAL OF SOCIOLOGY				107	4			861	904				10.1086/343192							Article	JAN 2002	2002										121	0	0	0	1	2	163			0002-9602															2002-01-01	WOS:000176739000001		
J	McCarthy, B				McCarthy, Bill/D-9248-2013	McCarthy, Bill/0000-0002-5593-9918					New economics of sociological criminology								ANNUAL REVIEW OF SOCIOLOGY				28				417	442				10.1146/annurev.soc.28.110601.140752							Review	2002	2002										164	0	0	0	3	2	206			0360-0572	1545-2115														2002-01-01	WOS:000178324200017		
J	Moaddel, M										The study of Islamic culture and politics: An overview and assessment								ANNUAL REVIEW OF SOCIOLOGY				28				359	386				10.1146/annurev.soc.28.110601.140928							Review	2002	2002										55	0	0	0	0	0	73			0360-0572															2002-01-01	WOS:000178324200015		
J	Olick, JK										States of denial: Knowing about atrocities and suffering.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1134	1135				10.1086/343211							Book Review	JAN 2002	2002										1	0	0	0	0	0	1			0002-9602															2002-01-01	WOS:000176739000024		
S	Palys, T; Lowman, J						Stolzenberg, RM				Anticipating law: Research methods, ethics, and the law of privilege								SOCIOLOGICAL METHODOLOGY 2002, VOL 32		Sociological Methodology		32				1	17				10.1111/1467-9531.00107							Article	2002	2002										21	0	0	0	1	0	24			0081-1750		1-4051-0769-3													2002-01-01	WOS:000177930800001		
S	Pattison, P; Robins, G					Robins, Garry/0000-0001-7538-5804; Pattison, Philippa/0000-0001-9626-2897	Stolzenberg, RM				Neighborhood-based models for social networks								SOCIOLOGICAL METHODOLOGY 2002, VOL 32		Sociological Methodology		32				301	337				10.1111/1467-9531.00119							Article	2002	2002										172	4	0	0	9	0	216			0081-1750		1-4051-0769-3													2002-01-01	WOS:000177930800013		
S	Pearce, LD						Stolzenberg, RM				Integrating survey and ethnographic methods for systematic anomalous case analysis								SOCIOLOGICAL METHODOLOGY 2002, VOL 32		Sociological Methodology		32				103	132				10.1111/1467-9531.00113							Article	2002	2002										51	0	0	0	1	3	73			0081-1750		1-4051-0769-3													2002-01-01	WOS:000177930800007		
J	Plummer, K										The sexual citizen: Queer politics and beyond.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1124	1126				10.1086/343207							Book Review	JAN 2002	2002										0	0	0	0	0	0	0			0002-9602															2002-01-01	WOS:000176739000020		
J	Poincelot, RP					Jacobs, Karen/0000-0002-4718-990X; Sykulski, Jan/0000-0001-6392-126X					From the Editor								JOURNAL OF SUSTAINABLE AGRICULTURE				20	1			1	2				10.1006/aphy.2002.6256							Editorial Material	2002	2002										3	0	0	0	1	0	5			1044-0046	1540-7578														2002-01-01	WOS:000175128200001	12537072	
S	Pólos, L; Hannan, MT						Stolzenberg, RM				Reasoning with partial knowledge								SOCIOLOGICAL METHODOLOGY 2002, VOL 32		Sociological Methodology		32				133	181				10.1111/1467-9531.00114							Article	2002	2002										22	0	0	0	0	0	22			0081-1750		1-4051-0769-3													2002-01-01	WOS:000177930800008		
J	Pratto, F										The race card: Campaign strategy, implicit messages, and the norm of equality.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1099	1100				10.1086/343195							Book Review	JAN 2002	2002										0	0	0	0	0	0	0			0002-9602															2002-01-01	WOS:000176739000007		
J	Reardon, SF; Firebaugh, G					reardon, sean/0000-0002-0465-965X					Measures of multigroup segregation								SOCIOLOGICAL METHODOLOGY 2002, VOL 32		SOCIOLOGICAL METHODOLOGY		32				33	67				10.1111/1467-9531.00110							Article	2002	2002										513	4	0	0	22	6	625			0081-1750															2002-01-01	WOS:000177930800004		
J	Reardon, SF; Firebaugh, G					reardon, sean/0000-0002-0465-965X					Response: Segregation and social distance - A generalized approach to segregation measurement								SOCIOLOGICAL METHODOLOGY 2002, VOL 32		SOCIOLOGICAL METHODOLOGY		32				85	101				10.1111/1467-9531.00112							Article	2002	2002										21	2	0	0	3	0	27			0081-1750															2002-01-01	WOS:000177930800006		
J	Rueschemeyer, D										The rise of "the rest": Challenges to the west from late-industrializing economies.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1116	1118				10.1086/343203							Book Review	JAN 2002	2002										0	0	0	0	0	0	0			0002-9602															2002-01-01	WOS:000176739000016		
J	Sampson, RJ; Morenoff, JD; Gannon-Rowley, T				Sampson, Robert/AAB-7369-2020; Morenoff, Jeffrey/E-9800-2015	Morenoff, Jeffrey/0000-0002-8146-8590					Assessing "neighborhood effects": Social processes and new directions in research								ANNUAL REVIEW OF SOCIOLOGY				28				443	478				10.1146/annurev.soc.28.110601.141114							Article	2002	2002										2691	7	1	1	185	42	3602			0360-0572															2002-01-01	WOS:000178324200018		
J	Sanders, JM										Ethnic boundaries and identity in plural societies								ANNUAL REVIEW OF SOCIOLOGY				28				327	357				10.1146/annurev.soc.28.110601.140741							Review	2002	2002										172	0	1	0	6	1	277			0360-0572															2002-01-01	WOS:000178324200014		
J	Simon, RW										Revisiting the relationships among gender, marital status, and mental health								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1065	1096				10.1086/339225							Article; Proceedings Paper	JAN 2002	2002						Annual Meeting of the American-Sociological-AssociationAnnual Meeting of the American-Sociological-Association	AUG 11-16, 2000AUG 11-16, 2000	Amer Sociol AssocAmer Sociol Assoc	WASHINGTON, D.C.WASHINGTON, D.C.	470	1	0	1	50	2	615			0002-9602															2002-01-01	WOS:000176739000005	12227382	
J	Smith, RA										Race, gender, and authority in the workplace: Theory and research								ANNUAL REVIEW OF SOCIOLOGY				28				509	542				10.1146/annurev.soc.28.110601.141048							Review	2002	2002										254	0	0	0	4	0	385			0360-0572															2002-01-01	WOS:000178324200020		
J	Steelman, LC; Powell, B; Werum, R; Carter, S										Reconsidering the effects of sibling configuration: Recent advances and challenges								ANNUAL REVIEW OF SOCIOLOGY				28				243	269				10.1146/annurev.soc.28.111301.093304							Review	2002	2002										283	1	1	0	19	3	335			0360-0572															2002-01-01	WOS:000178324200011		
J	Stone, GR										Discussion: Above the law - Research methods, ethics, and the law of privilege								SOCIOLOGICAL METHODOLOGY 2002, VOL 32		SOCIOLOGICAL METHODOLOGY		32				19	27				10.1111/1467-9531.00108							Article	2002	2002										5	0	0	0	0	0	5			0081-1750															2002-01-01	WOS:000177930800002		
J	Udehn, L										The changing face of methodological individualism								ANNUAL REVIEW OF SOCIOLOGY				28				479	507				10.1146/annurev.soc.28.110601.140938							Review	2002	2002										151	1	3	0	2	6	180			0360-0572	1545-2115														2002-01-01	WOS:000178324200019		
J	van der Lippe, T; van Dijk, L				van der Lippe, Tanja/E-6822-2013						Comparative research on women's employment								ANNUAL REVIEW OF SOCIOLOGY				28				221	241				10.1146/annurev.soc.28.110601.140833							Article	2002	2002										152	0	0	0	1	0	174			0360-0572															2002-01-01	WOS:000178324200010		
J	Wejnert, B				Wejnert, Barbara/AAI-6939-2020	Wejnert, Barbara/0000-0002-1738-5248					Integrating models of diffusion of innovations: A conceptual framework								ANNUAL REVIEW OF SOCIOLOGY				28				297	326				10.1146/annurev.soc.28.110601.141051							Review	2002	2002										677	4	1	2	52	9	960			0360-0572	1545-2115														2002-01-01	WOS:000178324200013		
J	Wilson, J										Offside: Soccer and American exceptionalism.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1131	1133				10.1086/343210							Book Review	JAN 2002	2002										0	0	0	0	0	0	0			0002-9602															2002-01-01	WOS:000176739000023		
J	Yamaguchi, K										Regression models with parametrically weighted explanatory variables								SOCIOLOGICAL METHODOLOGY 2002, VOL 32		SOCIOLOGICAL METHODOLOGY		32				219	245				10.1111/1467-9531.00116							Article	2002	2002										11	0	0	0	0	0	12			0081-1750															2002-01-01	WOS:000177930800010		
J	Zubrzycki, GV										National cultures at the grass-root level.								AMERICAN JOURNAL OF SOCIOLOGY				107	4			1100	1102				10.1086/343196							Book Review	JAN 2002	2002										0	0	0	0	0	0	0			0002-9602															2002-01-01	WOS:000176739000008		
J	Amato, PR; Sobolewski, JM										The effects of divorce and marital discord on adult children's psychological well-being								AMERICAN SOCIOLOGICAL REVIEW				66	6			900	921				10.2307/3088878							Article	DEC 2001	2001										250	0	0	0	21	2	424			0003-1224	1939-8271														2001-12-01	WOS:000173290300006		
