PT	AU	BA	CA	GP	RI	OI	BE	Z2	AU	AA	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	VN	VH	DI	D2	L1	L2	L3	EA	SU	DT	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	G1	NR	CR	LA	AS	AC	CG	DG	C1	C3	EC	DE	DA	UT	PM	
J	Bratter, Jenifer L.; Eschbach, Karl										'What about the couple?' Interracial marriage and psychological distress								SOCIAL SCIENCE RESEARCH				35	4			1025	1047				10.1016/j.ssresearch.2005.09.001							Article	DEC 2006	2006										92	0	0	1	1	1	136			0049-089X															2006-12-01	WOS:000242328600011		
J	Brubaker, Sarah Jane; Wright, Christie				Brubaker, Sarah/L-6218-2019						Identity transformation and family caregiving: Narratives of African American teen mothers								JOURNAL OF MARRIAGE AND FAMILY				68	5			1214	1228				10.1111/j.1741-3737.2006.00324.x							Article; Proceedings Paper	DEC 2006	2006						67th Annual Meeting of the Southern-Sociological-Society67th Annual Meeting of the Southern-Sociological-Society	APR 14-17, 2004APR 14-17, 2004	So Sociol SocSo Sociol Soc	Atlanta, GAAtlanta, GA	44	0	0	0	1	0	74			0022-2445															2006-12-01	WOS:000242803900007		
J	Downey, Liam										Environmental racial inequality in Detroit								SOCIAL FORCES				85	2			771	796				10.1353/sof.2007.0003							Article	DEC 2006	2006										83	0	0	0	6	1	119			0037-7732	1534-7605														2006-12-01	WOS:000243494000008	21874071	
J	Foster, E. Michael										Risk and resilience: Adaptations in changing times.								JOURNAL OF MARRIAGE AND FAMILY				68	5			1383	1384				10.1111/j.1741-3737.2006.00334.x							Book Review	DEC 2006	2006										0	0	0	0	0	0	0			0022-2445	1741-3737														2006-12-01	WOS:000242803900017		
J	Gallagher, Sally K.										The declining significance of gender?								JOURNAL OF MARRIAGE AND FAMILY				68	5			1384	1385				10.1111/j.1741-3737.2006.00339.x-i2							Book Review	DEC 2006	2006										0	0	0	0	0	0	0			0022-2445															2006-12-01	WOS:000242803900018		
J	Gangl, Markus					Gangl, Markus/0000-0001-5392-0079					Scar effects of unemployment: An assessment of institutional complementarities								AMERICAN SOCIOLOGICAL REVIEW				71	6			986	1013				10.1177/000312240607100606							Article; Proceedings Paper	DEC 2006	2006						100th Annual Meeting of the American-Sociological-Association100th Annual Meeting of the American-Sociological-Association	AUG, 2005AUG, 2005	Amer Sociol AssocAmer Sociol Assoc	Philadelphia, PAPhiladelphia, PA	280	0	1	0	6	0	313			0003-1224															2006-12-01	WOS:000243457300006		
J	Garcelon, Marc				Garcelon, Marc/KOD-1930-2024						Trajectories of institutional disintegration in late-Soviet Russia and contemporary Iraq (vol 24, pg 262, 2006)								SOCIOLOGICAL THEORY				24	4															Correction	DEC 2006	2006										0	0	0	0	0	0	0			0735-2751	1467-9558														2006-12-01	WOS:000241917200005		
J	Gorman, Elizabeth H.										Work uncertainty and the promotion of professional women: The case of law firm partnership								SOCIAL FORCES				85	2			865	890				10.1353/sof.2007.0004							Article	DEC 2006	2006										105	0	0	0	0	0	126			0037-7732	1534-7605														2006-12-01	WOS:000243494000011		
J	Guilamo-Ramos, Vincent; Jaccard, James; Dittus, Patricia; Bouris, Alida M.										Parental expertise, trustworthiness, and accessibility: Parent-adolescent communication and adolescent risk behavior								JOURNAL OF MARRIAGE AND FAMILY				68	5			1229	1246				10.1111/j.1741-3737.2006.00325.x							Article	DEC 2006	2006										121	1	0	0	13	0	167			0022-2445	1741-3737														2006-12-01	WOS:000242803900008		
J	Gupta, Sanjiv				Gupta, Sanjiv/HJP-5652-2023						Her money, her time: Women's earnings and their housework hours								SOCIAL SCIENCE RESEARCH				35	4			975	999				10.1016/j.ssresearch.2005.07.003							Article	DEC 2006	2006										128	0	0	0	2	2	148			0049-089X															2006-12-01	WOS:000242328600009		
J	Hagan, Jacqueline										Negotiating social membership in the contemporary world								SOCIAL FORCES				85	2			631	642				10.1353/sof.2007.0005							Editorial Material	DEC 2006	2006										9	0	0	0	0	0	16			0037-7732	1534-7605														2006-12-01	WOS:000243494000002		
J	Harris, Angel L.										I (don't) hate school: Revisiting oppositional culture theory of blacks' resistance to schooling								SOCIAL FORCES				85	2			797	834				10.1353/sof.2007.0006							Article	DEC 2006	2006										84	0	0	0	1	0	179			0037-7732	1534-7605														2006-12-01	WOS:000243494000009		
J	Heflin, Colleen M.; Pattillo, Mary				Heflin, Colleen/KWT-7370-2024						Poverty in the family: Race, siblings, and socioeconomic heterogeneity								SOCIAL SCIENCE RESEARCH				35	4			804	822				10.1016/j.ssresearch.2004.09.002							Article	DEC 2006	2006										84	0	0	0	1	1	120			0049-089X	1096-0317														2006-12-01	WOS:000242328600002		
J	Heise, David R.; Lerner, Steven J.										Affect control in international interactions								SOCIAL FORCES				85	2			993	1010				10.1353/sof.2007.0007							Article	DEC 2006	2006										17	0	0	0	1	0	20			0037-7732	1534-7605														2006-12-01	WOS:000243494000016		
J	Hewitt, Belinda; Western, Mark; Baxter, Janeen				Western, Mark/JBJ-2190-2023; Western, Mark/C-4757-2008; Baxter, Janeen/A-6793-2013	Western, Mark/0000-0001-5399-6911; Baxter, Janeen/0000-0002-8723-9000					Who decides? The social characteristics of who initiates marital separation								JOURNAL OF MARRIAGE AND FAMILY				68	5			1165	1177				10.1111/j.1741-3737.2006.00321.x							Article	DEC 2006	2006										43	0	0	0	5	0	53			0022-2445	1741-3737														2006-12-01	WOS:000242803900004		
J	Hodos, Jerome										Shock cities: The environmental transformation and reform of Manchester and Chicago								SOCIAL FORCES				85	2			1052	1053				10.1353/sof.2007.0008							Book Review	DEC 2006	2006										0	0	0	0	0	0	0			0037-7732															2006-12-01	WOS:000243494000028		
J	Huber, Evelyne; Nielsen, Francois; Pribble, Jenny; Stephens, John D.										Politics and inequality in Latin America and the Caribbean								AMERICAN SOCIOLOGICAL REVIEW				71	6			943	963				10.1177/000312240607100604							Article	DEC 2006	2006										119	1	0	0	2	2	120			0003-1224	1939-8271														2006-12-01	WOS:000243457300004		
J	Hughes, Michael										Affect, meaning and quality of life								SOCIAL FORCES				85	2			611	629				10.1353/sof.2007.0009							Article	DEC 2006	2006										17	0	0	0	0	0	24			0037-7732	1534-7605														2006-12-01	WOS:000243494000001		
J	Joyner, Kara										Everyone is not doing it: Abstinence and personal identity								SOCIAL FORCES				85	2			1037	1038				10.1353/sof.2007.0010							Book Review	DEC 2006	2006										0	0	0	0	0	0	0			0037-7732															2006-12-01	WOS:000243494000019		
J	Kacen, Lea										Spousal abuse among immigrants from Ethiopia in Israel								JOURNAL OF MARRIAGE AND FAMILY				68	5			1276	1290				10.1111/j.1741-3737.2006.00328.x							Article	DEC 2006	2006										29	0	0	0	3	0	33			0022-2445															2006-12-01	WOS:000242803900011		
J	Kalmijn, Matthijs; Monden, Christiaan W. S.				Kalmijn, Matthijs/F-2943-2013; Monden, Christiaan/F-2640-2014	Monden, Christiaan/0000-0003-1642-1582					Are the negative effects of divorce on well-being dependent on marital quality?								JOURNAL OF MARRIAGE AND FAMILY				68	5			1197	1213				10.1111/j.1741-3737.2006.00323.x							Article; Proceedings Paper	DEC 2006	2006						3rd Conference of the European Research Network on Divorce3rd Conference of the European Research Network on Divorce	DEC 02-04, 2004DEC 02-04, 2004		Cologne, GERMANYCologne, GERMANY	67	0	0	0	2	1	98			0022-2445															2006-12-01	WOS:000242803900006		
J	Kao, Grace										Consuming citizenship: Children of Asian immigrant entrepreneurs								SOCIAL FORCES				85	2			1040	1041				10.1353/sof.2007.0011							Book Review	DEC 2006	2006										0	0	0	0	0	0	0			0037-7732															2006-12-01	WOS:000243494000021		
J	Karakayali, Nedim				, Nedim/AAI-4766-2020	KARAKAYALI, Nedim/0000-0002-9363-3338					The uses of the stranger: Circulation, arbitration, secrecy, and dirt								SOCIOLOGICAL THEORY				24	4			312	330				10.1111/j.1467-9558.2006.00293.x							Article	DEC 2006	2006										33	0	0	0	0	1	38			0735-2751															2006-12-01	WOS:000241917200002		
J	Katz, Michael B.										The poorhouse: America's forgotten institution								SOCIAL FORCES				85	2			1055	1056											Book Review	DEC 2006	2006										0	0	0	0	0	0	0			0037-7732															2006-12-01	WOS:000243494000030		
J	Kesler, Christel					Kesler, Christel/0000-0002-8152-621X					Social policy and immigrant joblessness in Britain, Germany and Sweden								SOCIAL FORCES				85	2			743	770				10.1353/sof.2007.0013							Article	DEC 2006	2006										38	0	0	0	1	0	49			0037-7732															2006-12-01	WOS:000243494000007		
J	Knoester, Chris; Haynie, Dana L.; Stephens, Crystal M.					Knoester, Chris/0000-0003-3177-3527					Parenting practices and adolescents' friendship networks								JOURNAL OF MARRIAGE AND FAMILY				68	5			1247	1260				10.1111/j.1741-3737.2006.00326.x							Article	DEC 2006	2006										25	0	0	0	2	0	50			0022-2445	1741-3737														2006-12-01	WOS:000242803900009		
J	Kogan, Irena										Labor markets and economic incorporation among recent immigrants in Europe								SOCIAL FORCES				85	2			697	721				10.1353/sof.2007.0014							Article	DEC 2006	2006										174	0	1	0	2	0	190			0037-7732															2006-12-01	WOS:000243494000005		
J	Kurien, Prema A.										Multiculturalism and "American" religion: The case of Hindu Indian Americans								SOCIAL FORCES				85	2			723	741				10.1353/sof.2007.0015							Article	DEC 2006	2006										37	0	0	0	0	0	52			0037-7732															2006-12-01	WOS:000243494000006		
J	Lau, Anna S.; Takeuchi, David T.; Alegria, Margarita										Parent-to-child aggression among Asian American parents:: Culture, context, and vulnerability								JOURNAL OF MARRIAGE AND FAMILY				68	5			1261	1275				10.1111/j.1741-3737.2006.00327.x							Article	DEC 2006	2006										38	0	0	0	2	0	63			0022-2445	1741-3737														2006-12-01	WOS:000242803900010		
J	Lewin-Epstein, Noah; Stier, Haya; Braun, Michael				Braun, Michael/JEN-1933-2023	Lewin-Epstein, Noah/0000-0002-7679-7154; Stier, Haya/0000-0002-5929-3691					The division of household labor in Germany and Israel								JOURNAL OF MARRIAGE AND FAMILY				68	5			1147	1164				10.1111/j.1741-3737.2006.00320.x							Article	DEC 2006	2006										61	0	0	0	0	1	69			0022-2445	1741-3737														2006-12-01	WOS:000242803900003		
J	Liu, Dongxiao										When do national movements adopt or reject international agendas? A comparative analysis of the Chinese and Indian women's movements								AMERICAN SOCIOLOGICAL REVIEW				71	6			921	942				10.1177/000312240607100603							Article	DEC 2006	2006										34	0	0	0	0	0	51			0003-1224	1939-8271														2006-12-01	WOS:000243457300003		
J	Ma, Dali; Parish, William L.										Tocquevillian moments: Charitable contributions by Chinese private entrepreneurs								SOCIAL FORCES				85	2			943	964				10.1353/sof.2007.0016							Article	DEC 2006	2006										156	6	0	0	2	0	175			0037-7732	1534-7605														2006-12-01	WOS:000243494000014		
J	Magee, William				Magee, William/W-7727-2019	Magee, William/0000-0003-3120-6565					Effects of family background on social autonomy at midlife								SOCIAL SCIENCE RESEARCH				35	4			851	870				10.1016/j.ssresearch.2004.11.004							Article	DEC 2006	2006										2	0	0	0	0	0	6			0049-089X	1096-0317														2006-12-01	WOS:000242328600004		
J	Mendenhall, Ruby; DeLuca, Stefanie; Duncan, Greg										Neighborhood resources, racial segregation, and economic mobility: Results from the Gautreaux program								SOCIAL SCIENCE RESEARCH				35	4			892	923				10.1016/j.ssresearch.2005.06.007							Article	DEC 2006	2006										72	0	0	0	2	0	102			0049-089X	1096-0317														2006-12-01	WOS:000242328600006		
J	Mika, Marie										Framing the issue: Religion, secular ethics and the case of animal rights mobilization								SOCIAL FORCES				85	2			915	941				10.1353/sof.2007.0017							Article	DEC 2006	2006										54	0	0	0	2	0	72			0037-7732															2006-12-01	WOS:000243494000013		
J	Munoz, Carolina Bank										Immigrants, unions, and the new US labor market								SOCIAL FORCES				85	2			1047	1048											Book Review	DEC 2006	2006										0	0	0	0	0	0	0			0037-7732															2006-12-01	WOS:000243494000025		
J	Muraco, Anna				Muraco, Anna/ABA-6747-2020						Intentional families: Fictive kin ties between cross-gender, different sexual orientation friends								JOURNAL OF MARRIAGE AND FAMILY				68	5			1313	1325				10.1111/j.1741-3737.2006.00330.x							Article	DEC 2006	2006										64	0	0	0	1	0	101			0022-2445	1741-3737														2006-12-01	WOS:000242803900013		
J	Nomaguchi, Kei M.										Maternal employment, nonparental care, mother-child interactions, and child outcomes during preschool years								JOURNAL OF MARRIAGE AND FAMILY				68	5			1341	1369				10.1111/j.1741-3737.2006.00332.x							Article	DEC 2006	2006										36	0	0	0	3	0	50			0022-2445	1741-3737														2006-12-01	WOS:000242803900015		
J	Ono, Hiromi; Raymo, James M.										Housework, market work, and "doing gender" when marital satisfaction declines								SOCIAL SCIENCE RESEARCH				35	4			823	850				10.1016/j.ssresearch.2004.11.005							Article; Proceedings Paper	DEC 2006	2006						Annual Meeting of the Population-Association-of-AmericaAnnual Meeting of the Population-Association-of-America	MAY 09-11, 2002MAY 09-11, 2002	Populat Assoc AmerPopulat Assoc Amer	ATLANTA, GAATLANTA, GA	11	0	0	0	0	0	13			0049-089X	1096-0317														2006-12-01	WOS:000242328600003		
J	Ousey, Graham C.				Ousey, Graham/K-6198-2019						Rethinking homicide								SOCIAL FORCES				85	2			1043	1045				10.1353/sof.2007.0019							Book Review	DEC 2006	2006										0	0	0	0	0	0	0			0037-7732															2006-12-01	WOS:000243494000023		
J	Ovadia, Seth										Analyzing inequality: Life chances and social mobility in comparative perspective								SOCIAL FORCES				85	2			1053	1055				10.1353/sof.2007.0020							Book Review	DEC 2006	2006										0	0	0	0	0	0	0			0037-7732															2006-12-01	WOS:000243494000029		
J	Paxton, Pamela; Hughes, Melanie M.; Green, Jennifer L.					Hughes, Melanie/0000-0002-8724-5355					The international women's movement and women's political representation, 1893-2003								AMERICAN SOCIOLOGICAL REVIEW				71	6			898	920				10.1177/000312240607100602							Article	DEC 2006	2006										204	0	0	0	0	1	261			0003-1224	1939-8271														2006-12-01	WOS:000243457300002		
J	Phillips, Julie A.					Phillips, Julie/0000-0002-0584-8110					Explaining discrepant findings in cross-sectional and longitudinal analyses: An application to US homicide rates								SOCIAL SCIENCE RESEARCH				35	4			948	974				10.1016/j.ssresearch.2005.07.002							Article	DEC 2006	2006										42	0	0	0	2	0	48			0049-089X	1096-0317														2006-12-01	WOS:000242328600008		
J	Piskorski, Mikolaj Jan; Casciaro, Tiziana				Piskorski, Mikolaj/KIC-7926-2024; Casciaro, Tiziana/K-9475-2018	Piskorski, Mikolaj Jan/0000-0001-6260-7367; Casciaro, Tiziana/0000-0003-3757-4756					When more power makes actors worse off: Turning a profit in the American economy								SOCIAL FORCES				85	2			1011	1036				10.1353/sof.2007.0021							Article	DEC 2006	2006										26	0	0	0	0	0	33			0037-7732	1534-7605														2006-12-01	WOS:000243494000017		
J	Rank, Mark R.										Putting children first: How low-wage working mothers manage child care								SOCIAL FORCES				85	2			1057	1058				10.1353/sof.2007.0022							Book Review	DEC 2006	2006										0	0	0	0	0	0	0			0037-7732															2006-12-01	WOS:000243494000031		
J	Reed, Joanna M.										Not crossing the "extra line": How cohabitors with children view their unions								JOURNAL OF MARRIAGE AND FAMILY				68	5			1117	1131				10.1111/j.1741-3737.2006.00318.x							Article	DEC 2006	2006										65	0	0	0	0	0	89			0022-2445	1741-3737														2006-12-01	WOS:000242803900001		
J	Riley, Kevin				Riley, Kevin/HGB-2912-2022						Inequality and the state								SOCIAL FORCES				85	2			1050	1051				10.1353/sof.2007.0023							Book Review	DEC 2006	2006										0	0	0	0	0	0	0			0037-7732															2006-12-01	WOS:000243494000027		
J	Roest, Annette M. C.; Dubas, Judith Semon; Gerris, Jan R. M.; Engels, Rutger C. M. E.				Engels, Rutger/A-5984-2010; Dubas, Judith/O-6993-2015	Engels, Rutger/0000-0003-1944-9126					Disentangling value similarities and transmissions in established marriages: A cross-lagged longitudinal study								JOURNAL OF MARRIAGE AND FAMILY				68	5			1132	1146				10.1111/j.1741-3737.2006.00319.x							Article	DEC 2006	2006										9	0	0	0	0	0	14			0022-2445															2006-12-01	WOS:000242803900002		
J	Ryff, Carol D.; Singer, Burton H.										Best news yet on the six-factor model of well-being								SOCIAL SCIENCE RESEARCH				35	4			1103	1119				10.1016/j.ssresearch.2006.01.002							Editorial Material	DEC 2006	2006										232	2	0	11	18	13	367			0049-089X	1096-0317														2006-12-01	WOS:000242328600014		
J	Saito, Hiro				SAITO, Hiro/J-4128-2014	Saito, Hiro/0000-0002-9065-7668					Reiterated commemoration: Hiroshima as national trauma								SOCIOLOGICAL THEORY				24	4			353	376				10.1111/j.1467-9558.2006.00295.x							Article	DEC 2006	2006										71	0	0	0	0	0	87			0735-2751	1467-9558														2006-12-01	WOS:000241917200004		
J	Sastry, Narayan; Ghosh-Dastidar, Bonnie; Adams, John; Pebley, Anne R.				Sastry, Narayan/D-4385-2012						The design of a multilevel survey of children, families, and communities: The Los Angeles Family and Neighborhood Survey								SOCIAL SCIENCE RESEARCH				35	4			1000	1024				10.1016/j.ssresearch.2005.08.002							Article	DEC 2006	2006										101	0	0	0	7	0	138			0049-089X	1096-0317														2006-12-01	WOS:000242328600010		
J	Schofer, Evan; Granados, Francisco J.										Environmentalism, globalization and national economies, 1980-2000								SOCIAL FORCES				85	2			965	991				10.1353/sof.2007.0024							Article	DEC 2006	2006										15	0	0	0	0	0	21			0037-7732	1534-7605														2006-12-01	WOS:000243494000015		
J	Schwartz, Jennifer				Schwartz, Jennifer/AAK-6271-2020						Effects of diverse forms of family structure on female and male homicide								JOURNAL OF MARRIAGE AND FAMILY				68	5			1291	1312				10.1111/j.1741-3737.2006.00329.x							Article	DEC 2006	2006										45	0	0	0	1	1	56			0022-2445															2006-12-01	WOS:000242803900012		
J	Scott, John C.										The politics of attention: How government prioritizes problems								SOCIAL FORCES				85	2			1042	1043				10.1353/sof.2007.0025							Book Review	DEC 2006	2006										1	0	0	0	0	0	2			0037-7732															2006-12-01	WOS:000243494000022		
J	Scott, Susie; Thorpe, Charles										The sociological imagination of R. D. Laing								SOCIOLOGICAL THEORY				24	4			331	352				10.1111/j.1467-9558.2006.00294.x							Article	DEC 2006	2006										6	0	0	0	0	0	8			0735-2751	1467-9558														2006-12-01	WOS:000241917200003		
J	Sherman, Jennifer				Sherman, Jennifer/AAD-2323-2022	Sherman, Jennifer/0000-0003-3956-6709					Coping with rural poverty: Economic survival and moral capital in rural America								SOCIAL FORCES				85	2			891	913				10.1353/sof.2007.0026							Article	DEC 2006	2006										105	0	1	0	0	0	150			0037-7732	1534-7605														2006-12-01	WOS:000243494000012		
J	Springer, Kristen W.; Hauser, Robert M.										An assessment of the construct validity of Ryff's Scales of Psychological Well-Being: Method, mode, and measurement effects								SOCIAL SCIENCE RESEARCH				35	4			1080	1102				10.1016/j.ssresearch.2005.07.004							Article; Proceedings Paper	DEC 2006	2006						Annual Meeting of the Population-Association-of-AmericaAnnual Meeting of the Population-Association-of-America	MAY 01-03, 2003MAY 01-03, 2003	Populat Assoc AmerPopulat Assoc Amer	Minneapolis, MNMinneapolis, MN	189	1	1	11	15	10	303			0049-089X	1096-0317														2006-12-01	WOS:000242328600013		
J	Springer, Kristen W.; Hauser, Robert M.; Freese, Jeremy										Bad news indeed for Ryff's six-factor model of well-being								SOCIAL SCIENCE RESEARCH				35	4			1120	1131				10.1016/j.ssresearch.2006.01.003							Editorial Material	DEC 2006	2006										68	0	0	0	6	9	113			0049-089X	1096-0317														2006-12-01	WOS:000242328600015		
J	Steil, Janice M.; Steil, Justin P.										The meanings of marital equality.								JOURNAL OF MARRIAGE AND FAMILY				68	5			1385	1387											Book Review	DEC 2006	2006										0	0	0	0	0	0	1			0022-2445															2006-12-01	WOS:000242803900019		
J	Sullivan, Richard										Hard work: Remaking the American labor movement								SOCIAL FORCES				85	2			1045	1046				10.1353/sof.2007.0027							Book Review	DEC 2006	2006										0	0	0	0	0	0	0			0037-7732	1534-7605														2006-12-01	WOS:000243494000024		
J	Tach, Laura Marie; Farkas, George										Learning-related behaviors, cognitive skills, and ability grouping when schooling begins								SOCIAL SCIENCE RESEARCH				35	4			1048	1079				10.1016/j.ssresearch.2005.08.001							Article; Proceedings Paper	DEC 2006	2006						98th Annual Meeting of the American-Sociological-Association98th Annual Meeting of the American-Sociological-Association	AUG 16-19, 2003AUG 16-19, 2003	Amer Sociol AssocAmer Sociol Assoc	ATLANTA, GAATLANTA, GA	99	0	1	0	0	0	161			0049-089X															2006-12-01	WOS:000242328600012		
J	Vaisey, Stephen										Education and its discontents: Overqualification in America, 1972-2002								SOCIAL FORCES				85	2			835	864				10.1353/sof.2007.0028							Article	DEC 2006	2006										99	1	0	1	4	2	133			0037-7732															2006-12-01	WOS:000243494000010		
J	Van Hook, Jennifer; Brown, Susan K.; Bean, Frank D.					Van Hook, Jennifer/0000-0002-6982-3422					For love or money? Welfare reform and immigrant naturalization								SOCIAL FORCES				85	2			643	666				10.1353/sof.2007.0029							Article	DEC 2006	2006										64	0	0	0	4	1	84			0037-7732	1534-7605														2006-12-01	WOS:000243494000003		
J	Weinreb, Alexander A.				Weinreb, Alex/L-3187-2018						The limitations of stranger-interviewers in rural Kenya								AMERICAN SOCIOLOGICAL REVIEW				71	6			1014	1039				10.1177/000312240607100607							Article	DEC 2006	2006										62	0	0	0	6	1	73			0003-1224	1939-8271														2006-12-01	WOS:000243457300007		
J	Whiteman, Shawn D.; Loken, Eric					Whiteman, Shawn/0000-0001-9782-2120					Comparing analytic techniques to classify dyadic relationships: An example using siblings								JOURNAL OF MARRIAGE AND FAMILY				68	5			1370	1382				10.1111/j.1741-3737.2006.00333.x							Article	DEC 2006	2006										35	0	0	0	4	0	49			0022-2445	1741-3737														2006-12-01	WOS:000242803900016		
J	Williams, Kristi; Dunne-Bryant, Alexandra				Williams, Kristi/H-3551-2011	Williams, Kristi/0000-0002-5251-5896					Divorce and adult psychological well-being: Clarifying the role of gender and child age								JOURNAL OF MARRIAGE AND FAMILY				68	5			1178	1196				10.1111/j.1741-3737.2006.00322.x							Article	DEC 2006	2006										73	0	0	0	3	4	111			0022-2445	1741-3737														2006-12-01	WOS:000242803900005		
J	Wilson, Ellen K.; Koo, Helen P.										The relationship context: Its effects on low-income women's desire for a baby								JOURNAL OF MARRIAGE AND FAMILY				68	5			1326	1340				10.1111/j.1741-3737.2006.00331.x							Article	DEC 2006	2006										15	0	0	0	1	1	20			0022-2445															2006-12-01	WOS:000242803900014	21822332	
J	Wimmer, Andreas; Min, Brian										From empire to nation-state: Explaining wars in the modern world, 1816-2001								AMERICAN SOCIOLOGICAL REVIEW				71	6			867	897				10.1177/000312240607100601							Article	DEC 2006	2006										141	0	2	1	0	2	188			0003-1224	1939-8271														2006-12-01	WOS:000243457300001		
J	Wright, James D.				Wright, James/AAF-7180-2019						Peter H. Rossi (1921-2006) - In memoriam								SOCIAL SCIENCE RESEARCH				35	4			803	803				10.1016/j.ssresearch.2006.10.001							Biographical-Item	DEC 2006	2006										0	0	0	0	0	0	0			0049-089X															2006-12-01	WOS:000242328600001		
