PT	AU	BA	CA	GP	RI	OI	BE	Z2	AU	AA	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	VN	VH	DI	D2	L1	L2	L3	EA	SU	DT	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	G1	NR	CR	LA	AS	AC	CG	DG	C1	C3	EC	DE	DA	UT	PM	
J	Meyer, DS					Meyer, David/0000-0001-8511-9307					A generation divided: The new, left, the new right, and the 1960s.								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1788	1789				10.1086/210487							Book Review	MAY 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-05-01	WOS:000088740200025		
J	Parker, M										Rethinking the labor process.								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1774	1776				10.1086/210480							Book Review	MAY 2000	2000										1	0	0	0	0	0	1			0002-9602															2000-05-01	WOS:000088740200018		
J	Pattillo-McCoy, M										Something within: Religion in African-American political activism.								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1793	1795											Book Review	MAY 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-05-01	WOS:000088740200028		
J	Prieur, A										Queer in Russia: A story of self, sex, and the other.								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1808	1810				10.1086/210498							Book Review	MAY 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-05-01	WOS:000088740200036		
J	Reingold, DA										Being black living in the red: Race, wealth, and social policy in America.								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1791	1793				10.1086/210489							Book Review	MAY 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-05-01	WOS:000088740200027		
J	Ross, LT; Hill, EM										The family unpredictability scale: Reliability and validity								JOURNAL OF MARRIAGE AND FAMILY				62	2			549	562				10.1111/j.1741-3737.2000.00549.x							Article; Proceedings Paper	MAY 2000	2000						104th Annual Conference of the American-Psychological-Association104th Annual Conference of the American-Psychological-Association	AUG 09-13, 1996AUG 09-13, 1996	Amer Psychol Assoc, Div 10 Psychol & Arts; Amer Psychol AssocAmer Psychol Assoc, Div 10 Psychol & Arts; Amer Psychol Assoc	TORONTO, CANADATORONTO, CANADA	42	1	0	1	7	3	56			0022-2445	1741-3737														2000-05-01	WOS:000087306700019		
J	Rueschemeyer, D; Mahoney, J										A neo-utilitarian theory of class?								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1583	1591				10.1086/210466							Article	MAY 2000	2000										6	0	1	0	0	0	7			0002-9602															2000-05-01	WOS:000088740200004		
J	Scipes, K				Scipes, Kim/AAC-4944-2020						Taking care of business: Samuel Gompers, George Meany, Lane Kirkland, and the tragedy of American labor.								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1772	1774				10.1086/210479							Book Review	MAY 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-05-01	WOS:000088740200017		
J	Sorensen, AB										Toward a sounder basis for class analysis								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1523	1558				10.1086/210463							Article; Proceedings Paper	MAY 2000	2000						ECSR Conference on Rational Action Theory in Social Analysis: Applications and New DevelopmentsECSR Conference on Rational Action Theory in Social Analysis: Applications and New Developments	OCT 16-20, 1997OCT 16-20, 1997	ECSRECSR	LANGHOLMEN, SWEDENLANGHOLMEN, SWEDEN	266	0	14	0	4	5	308			0002-9602															2000-05-01	WOS:000088740200001		
J	Steinmetz, G										Ambiguities of domination: Politics, rhetoric, and symbols in contemporary Syria.								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1784	1786				10.1086/210485							Book Review	MAY 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-05-01	WOS:000088740200023		
J	Stevens, ML										Congregations in conflict: Cultural models of local religious life.								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1799	1801				10.1086/210493							Book Review	MAY 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-05-01	WOS:000088740200031		
J	Stinchcombe, AL										Department and discipline: Chicago sociology at one hundred.								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1761	1762				10.1086/210473							Book Review	MAY 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-05-01	WOS:000088740200011		
J	Stoper, E										Gendering politics: Women in Israel.								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1786	1788				10.1086/210486							Book Review	MAY 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-05-01	WOS:000088740200024		
J	Straits, BC										Ego's important discussants or significant people: an experiment in varying the wording of personal network name generators								SOCIAL NETWORKS				22	2			123	140				10.1016/S0378-8733(00)00018-6							Article	MAY 2000	2000										79	0	0	0	1	0	97			0378-8733															2000-05-01	WOS:000087268000002		
J	Tam, T					Tam, Tony/0000-0001-5687-3984					Occupational wage inequality and devaluation: A cautionary tale of measurement error								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1752	1760				10.1086/210472							Article	MAY 2000	2000										19	0	0	0	0	0	24			0002-9602															2000-05-01	WOS:000088740200010		
J	Taylor, PJ										Global futures: Migration, environment and globalization.								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1780	1782				10.1086/210483							Book Review	MAY 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-05-01	WOS:000088740200021		
J	Tilly, C										Guests and aliens.								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1779	1780				10.1086/210482							Book Review	MAY 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-05-01	WOS:000088740200020		
J	Torres, L										Re-orienting western feminisms: Women's diversity in a postcolonial world.								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1763	1764				10.1086/210474							Book Review	MAY 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-05-01	WOS:000088740200012		
J	van den Brink, R; Gilles, RP										Measuring domination in directed networks								SOCIAL NETWORKS				22	2			141	157				10.1016/S0378-8733(00)00019-8							Article	MAY 2000	2000										77	0	0	0	0	0	77			0378-8733															2000-05-01	WOS:000087268000003		
J	Warner, RS										Ordaining women: Culture and conflict in religious organizations.								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1797	1799											Book Review	MAY 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-05-01	WOS:000088740200030		
J	Watkins, SC										A thousand screenplays: The French imagination in a time of crisis.								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1810	1812				10.1086/210499							Book Review	MAY 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-05-01	WOS:000088740200037		
J	Wayland, SV										Marketing the American creed abroad: Diasporas in the US and their homelands.								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1782	1784				10.1086/210484							Book Review	MAY 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-05-01	WOS:000088740200022		
J	Wright, EO										Class, exploitation, and economic rents: Reflections on Sorensen's "sounder basis"								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1559	1571				10.1086/210464							Article	MAY 2000	2000										42	0	3	0	0	0	50			0002-9602															2000-05-01	WOS:000088740200002		
J	Yamaguchi, K										Multinomial logit latent-class regression models: An analysis of the predictors of gender-role attitudes among Japanese women								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1702	1740				10.1086/210470							Article	MAY 2000	2000										78	0	0	0	6	0	93			0002-9602	1537-5390														2000-05-01	WOS:000088740200008		
J	Yamaguchi, K										Power in mixed exchange networks: a rational choice model								SOCIAL NETWORKS				22	2			93	121				10.1016/S0378-8733(00)00016-2							Article	MAY 2000	2000										13	0	0	0	0	0	16			0378-8733															2000-05-01	WOS:000087268000001		
J	Zhao, DX										State-society relations and the discourses and activities of the 1989 Beijing Student Movement								AMERICAN JOURNAL OF SOCIOLOGY				105	6			1592	1632				10.1086/210467							Review	MAY 2000	2000										32	0	0	0	0	0	44			0002-9602	1537-5390														2000-05-01	WOS:000088740200005		
J	Alessio, JC; Andrzejewski, J										Unveiling the hidden glass ceiling: An analysis of the cohort effect claim								AMERICAN SOCIOLOGICAL REVIEW				65	2			311	315				10.2307/2657443							Editorial Material	APR 2000	2000										21	0	0	0	0	0	26			0003-1224															2000-04-01	WOS:000086737600009		
J	Binder, AJ										Why do some curricular challenges work while others do not? The case of three Afrocentric challenges								SOCIOLOGY OF EDUCATION				73	2			69	91				10.2307/2673238							Article	APR 2000	2000										30	0	0	0	0	0	54			0038-0407	1939-8573														2000-04-01	WOS:000087334800001		
J	Camic, C; Wilson, FD										Editors' comment: ASR 2000 to 2002								AMERICAN SOCIOLOGICAL REVIEW				65	2			III	IV											Editorial Material	APR 2000	2000										0	0	0	0	0	0	0			0003-1224	1939-8271														2000-04-01	WOS:000086737600001		
J	De Graaf, ND; De Graaf, PM; Kraaykamp, G				de Graaf, Paul/D-7035-2013; Kraaykamp, Gerbert/D-1017-2012	de Graaf, Nan Dirk/0000-0002-4405-4612; Kraaykamp, Gerbert/0000-0001-5692-1907					Parental cultural capital and educational attainment in the Netherlands: A refinement of the cultural capital perspective								SOCIOLOGY OF EDUCATION				73	2			92	111											Article	APR 2000	2000										546	1	2	2	11	11	703			0038-0407															2000-04-01	WOS:000087334800002		
J	Entwisle, DR; Alexander, KL; Olson, LS										Early work histories of urban youth								AMERICAN SOCIOLOGICAL REVIEW				65	2			279	297				10.2307/2657441							Article	APR 2000	2000										72	0	0	0	2	0	98			0003-1224															2000-04-01	WOS:000086737600007		
J	Kalleberg, AL; Reskin, BF; Hudson, K										Bad jobs in America: Standard and nonstandard employment relations and job quality in the United States								AMERICAN SOCIOLOGICAL REVIEW				65	2			256	278				10.2307/2657440							Article; Proceedings Paper	APR 2000	2000						92nd Annual Meeting of the American-Sociological-Association92nd Annual Meeting of the American-Sociological-Association	AUG 09-13, 1997AUG 09-13, 1997	Amer Sociol AssocAmer Sociol Assoc	TORONTO, CANADATORONTO, CANADA	843	0	2	2	23	2	1036			0003-1224	1939-8271														2000-04-01	WOS:000086737600006		
J	Kogut, B; Zander, U					Zander, Udo/0000-0002-1968-1147					Did socialism fail to innovate? A natural experiment of the two Zeiss companies								AMERICAN SOCIOLOGICAL REVIEW				65	2			169	190				10.2307/2657436							Article	APR 2000	2000										96	0	0	0	2	0	104			0003-1224															2000-04-01	WOS:000086737600002		
J	McCall, L										Gender and the new inequality: Explaining the college/non-college wage gap								AMERICAN SOCIOLOGICAL REVIEW				65	2			234	255				10.2307/2657439							Article	APR 2000	2000										64	0	0	0	1	0	83			0003-1224															2000-04-01	WOS:000086737600005		
J	Morgan, LA										Is engineering hostile to women? An analysis of data from the 1993 national survey of college graduates								AMERICAN SOCIOLOGICAL REVIEW				65	2			316	321				10.2307/2657444							Editorial Material	APR 2000	2000										19	0	0	0	0	0	23			0003-1224	1939-8271														2000-04-01	WOS:000086737600010		
J	Reskin, BF; McBrier, DB										Why not ascription? Organizations' employment of male and female managers								AMERICAN SOCIOLOGICAL REVIEW				65	2			210	233				10.2307/2657438							Article; Proceedings Paper	APR 2000	2000						Annual Meeting of the American-Sociological-AssociationAnnual Meeting of the American-Sociological-Association	AUG 16-20, 1996AUG 16-20, 1996	Amer Sociol Assoc; NIA; Populat Res Inst; Penn State Univ; NICHHDAmer Sociol Assoc; NIA; Populat Res Inst; Penn State Univ; NICHHD	NEW YORK, NYNEW YORK, NY	334	0	0	0	3	0	396			0003-1224	1939-8271														2000-04-01	WOS:000086737600004		
J	Sorensen, JB					Sorensen, Jesper/0000-0002-9539-8458					The longitudinal effects of group tenure composition on turnover								AMERICAN SOCIOLOGICAL REVIEW				65	2			298	310				10.2307/2657442							Article	APR 2000	2000										42	0	0	0	0	1	60			0003-1224															2000-04-01	WOS:000086737600008		
J	Teitler, JO; Weiss, CC										Effects of neighborhood and school environments on transitions to first sexual intercourse								SOCIOLOGY OF EDUCATION				73	2			112	132				10.2307/2673240							Article	APR 2000	2000										63	1	0	0	1	0	82			0038-0407	1939-8573														2000-04-01	WOS:000087334800003		
J	Walder, AG; Li, B; Treiman, DJ										Politics and life chances in a state socialist regime: Dual career paths into the urban Chinese elite, 1949 to 1996								AMERICAN SOCIOLOGICAL REVIEW				65	2			191	209				10.2307/2657437							Article	APR 2000	2000										181	1	1	0	0	0	212			0003-1224															2000-04-01	WOS:000086737600003		
J	Borman, K										From education to work: Cross-national perspectives.								AMERICAN JOURNAL OF SOCIOLOGY				105	5			1502	1504				10.1086/210453							Book Review	MAR 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-03-01	WOS:000086364100023		
J	Browne, I										Opportunities lost? Race, industrial restructuring, and employment among young women heading households								SOCIAL FORCES				78	3			907	929				10.2307/3005935							Article	MAR 2000	2000										42	0	0	0	0	0	58			0037-7732	1534-7605														2000-03-01	WOS:000086404000002		
J	Chu, R; Rivera, C; Loftin, C										Herding and homicide: An examination of the Nisbett-Reaves hypothesis								SOCIAL FORCES				78	3			971	987				10.2307/3005938							Article	MAR 2000	2000										36	0	0	0	1	0	42			0037-7732															2000-03-01	WOS:000086404000005		
J	Collins, R										Situational stratification: A micro-macro theory of inequality								SOCIOLOGICAL THEORY				18	1			17	43				10.1111/0735-2751.00086							Article	MAR 2000	2000										150	0	0	0	1	9	188			0735-2751															2000-03-01	WOS:000087364400002		
J	Cutright, P; Fernquist, RM										Effects of societal integration, period, region, and culture of suicide on male age-specific suicide rates: 20 developed countries, 1955-1989								SOCIAL SCIENCE RESEARCH				29	1			148	172				10.1006/ssre.1999.0658							Article	MAR 2000	2000										44	0	1	0	3	0	48			0049-089X															2000-03-01	WOS:000085452600008	11624453	
J	Dellinger, K										Weaving work and motherhood.								SOCIAL FORCES				78	3			1165	1166											Book Review	MAR 2000	2000										0	0	0	0	0	0	1			0037-7732															2000-03-01	WOS:000086404000013		
J	Duina, F				Duina, Francesco/O-4082-2019						Where was the working class? Revolution in Eastern Germany.								SOCIAL FORCES				78	3			1183	1184											Book Review	MAR 2000	2000										0	0	0	0	0	0	0			0037-7732															2000-03-01	WOS:000086404000023		
J	Engen, RL; Steen, S										The power to punish: Discretion and sentencing reform in the war on drugs								AMERICAN JOURNAL OF SOCIOLOGY				105	5			1357	1395				10.1086/210433							Article	MAR 2000	2000										95	0	0	0	0	0	137			0002-9602															2000-03-01	WOS:000086364100003		
J	Etzioni, A										Toward a theory of public ritual								SOCIOLOGICAL THEORY				18	1			44	59				10.1111/0735-2751.00087							Article	MAR 2000	2000										76	0	0	0	4	0	86			0735-2751															2000-03-01	WOS:000087364400003		
J	Fernandez, RM; Castilla, EJ; Moore, P				Fernandez, Roberto/K-2308-2014	Castilla, Emilio J./0000-0001-8724-7054					Social capital at work: Networks and employment at a phone center								AMERICAN JOURNAL OF SOCIOLOGY				105	5			1288	1356				10.1086/210432							Article	MAR 2000	2000										475	2	2	0	1	3	606			0002-9602															2000-03-01	WOS:000086364100002		
J	Ferree, MM										Handbook of the sociology of gender.								AMERICAN JOURNAL OF SOCIOLOGY				105	5			1484	1485				10.1086/210444							Book Review	MAR 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-03-01	WOS:000086364100014		
J	Fox, J										Subnational politics and democratization in Mexico.								AMERICAN JOURNAL OF SOCIOLOGY				105	5			1490	1491				10.1086/210447							Book Review	MAR 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-03-01	WOS:000086364100017		
J	Gerber, TP				Gerber, Theodore/A-5212-2014	Gerber, Theodore/0000-0001-8899-6815					Membership benefits or selection effects? Why former Communist Party members do better in post-Soviet Russia								SOCIAL SCIENCE RESEARCH				29	1			25	50				10.1006/ssre.1999.0651							Article; Proceedings Paper	MAR 2000	2000						Semiannual Meeting of the International-Sociological-Association-Research-Committee-and-Social-Stratification (RC28)Semiannual Meeting of the International-Sociological-Association-Research-Committee-and-Social-Stratification (RC28)	SEP, 1997SEP, 1997	Int Sociol Assoc, Res Comm Social StratificatInt Sociol Assoc, Res Comm Social Stratificat	QUEBEC CITY, CANADAQUEBEC CITY, CANADA	80	0	0	0	0	0	92			0049-089X															2000-03-01	WOS:000085452600002		
J	Gerson, DA										Fighting to become Americans: Jews, gender, and the anxiety of assimilation.								AMERICAN JOURNAL OF SOCIOLOGY				105	5			1482	1484				10.1086/210443							Book Review	MAR 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-03-01	WOS:000086364100013		
J	Gibbs, JP										Status integration and suicide: Occupational, marital, or both								SOCIAL FORCES				78	3			949	970				10.2307/3005937							Article	MAR 2000	2000										18	0	0	0	1	0	19			0037-7732															2000-03-01	WOS:000086404000004		
J	Giuffre, PA										Legalizing gender inequality: Courts, markets, and unequal pay for women in America.								SOCIAL FORCES				78	3			1163	1164											Book Review	MAR 2000	2000										0	0	0	0	0	0	0			0037-7732															2000-03-01	WOS:000086404000012		
J	Glaeser, A										Where the world ended: Re-unification and identity in the German borderland.								AMERICAN JOURNAL OF SOCIOLOGY				105	5			1488	1489				10.1086/210446							Book Review	MAR 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-03-01	WOS:000086364100016		
J	Gorski, PS										The mosaic moment: An early modernist critique of modernist theories of nationalism								AMERICAN JOURNAL OF SOCIOLOGY				105	5			1428	1468				10.1086/210435							Article; Proceedings Paper	MAR 2000	2000						Wilder House Workshop on Nations and NationalismWilder House Workshop on Nations and Nationalism	19981998		UNIV CHICAGO, CHICAGO, ILLINOISUNIV CHICAGO, CHICAGO, ILLINOIS	122	0	0	0	0	1	147			0002-9602															2000-03-01	WOS:000086364100005		
J	Gurak, DT; Kritz, MM										The interstate migration of US immigrants: Individual and contextual determinants								SOCIAL FORCES				78	3			1017	1039				10.2307/3005940							Article	MAR 2000	2000										76	0	1	0	0	1	93			0037-7732															2000-03-01	WOS:000086404000007		
J	Hausman, BL										Lessons from the intersexed.								AMERICAN JOURNAL OF SOCIOLOGY				105	5			1471	1472				10.1086/210437							Book Review	MAR 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-03-01	WOS:000086364100007		
J	Jolivet, M										Marketing the menacing fetus in Japan.								SOCIAL FORCES				78	3			1168	1170											Book Review	MAR 2000	2000										0	0	0	0	0	0	0			0037-7732															2000-03-01	WOS:000086404000015		
J	Kaufman, G; Uhlenberg, P										The influence of parenthood on the work effort of married men and women								SOCIAL FORCES				78	3			931	947				10.2307/3005936							Article	MAR 2000	2000										227	0	3	0	3	0	277			0037-7732															2000-03-01	WOS:000086404000003		
J	Kemeny, PC										Governing morals: A social history of moral regulation.								SOCIAL FORCES				78	3			1184	1186											Book Review	MAR 2000	2000										0	0	0	0	0	0	0			0037-7732															2000-03-01	WOS:000086404000024		
J	Kim, R; Zhou, M					Zhou, Min/0000-0003-4692-7234					Chinese Christians in America: Conversion, assimilation, and adhesive identities.								AMERICAN JOURNAL OF SOCIOLOGY				105	5			1516	1517				10.1086/210460							Book Review	MAR 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-03-01	WOS:000086364100030		
J	Kraaykamp, G; Nieuwbeerta, P				Nieuwbeerta, Paul/H-3060-2013; Kraaykamp, Gerbert/D-1017-2012	Nieuwbeerta, Paul/0000-0001-5134-3175; Kraaykamp, Gerbert/0000-0001-5692-1907					Parental background and lifestyle differentiation in Eastern Europe: Social, political, and cultural intergenerational transmission in five former socialist societies								SOCIAL SCIENCE RESEARCH				29	1			92	122				10.1006/ssre.1999.0655							Article	MAR 2000	2000										63	1	1	0	0	0	69			0049-089X															2000-03-01	WOS:000085452600005		
J	Kubitschek, WN; Hallinan, MT										Collinearity, bias, and effect size: Modeling 'the' effect of track on achievement (vol 28, pg 380, 1999)								SOCIAL SCIENCE RESEARCH				29	1			173	173				10.1006/ssre.1999.0667							Correction	MAR 2000	2000										0	0	0	0	0	0	0			0049-089X															2000-03-01	WOS:000085452600009		
J	Ladner, J										Managing to make it: Urban families and adolescent success.								AMERICAN JOURNAL OF SOCIOLOGY				105	5			1514	1515				10.1086/210459							Book Review	MAR 2000	2000										0	0	0	0	0	0	1			0002-9602															2000-03-01	WOS:000086364100029		
J	Lafree, G				LaFree, Gary/AAI-3761-2020						Random violence: How we talk about new crimes and new victims.								SOCIAL FORCES				78	3			1170	1171											Book Review	MAR 2000	2000										0	0	0	0	0	0	0			0037-7732															2000-03-01	WOS:000086404000016		
J	Law, J										On line and on paper: Visual representations, visual culture, and computer graphics in design engineering.								AMERICAN JOURNAL OF SOCIOLOGY				105	5			1477	1478				10.1086/210440							Book Review	MAR 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-03-01	WOS:000086364100010		
J	Liang, Z										Contesting citizenship in urban China: Peasant migrants, the state, and the logic of the market.								AMERICAN JOURNAL OF SOCIOLOGY				105	5			1500	1502				10.1086/210452							Book Review	MAR 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-03-01	WOS:000086364100022		
J	Lieberson, S; Dumais, S; Baumann, S					Baumann, Shyon/0000-0002-1058-2505					The instability of androgynous names: The symbolic maintenance of gender boundaries								AMERICAN JOURNAL OF SOCIOLOGY				105	5			1249	1287				10.1086/210431							Article	MAR 2000	2000										56	0	0	0	6	0	71			0002-9602	1537-5390														2000-03-01	WOS:000086364100001		
J	Maney, GM										Constructive conflicts: From escalation to resolution.								SOCIAL FORCES				78	3			1181	1183											Book Review	MAR 2000	2000										0	0	0	0	0	0	0			0037-7732															2000-03-01	WOS:000086404000022		
J	Mateju, P										Equality by design: The grand experiment in destratification in socialist Hungary.								AMERICAN JOURNAL OF SOCIOLOGY				105	5			1486	1487				10.1086/210445							Book Review	MAR 2000	2000										0	0	0	0	0	0	0			0002-9602															2000-03-01	WOS:000086364100015		
J	McKinstry, J										Bicycle citizens: The political world of the Japanese housewife.								SOCIAL FORCES				78	3			1166	1168											Book Review	MAR 2000	2000										0	0	0	0	0	0	0			0037-7732															2000-03-01	WOS:000086404000014		
J	McManus, PA					McManus, Patricia/0000-0003-0954-4517					Market, state, and the quality of new self-employment jobs among men in the US and Western Germany								SOCIAL FORCES				78	3			865	905				10.2307/3005934							Article	MAR 2000	2000										28	0	0	0	0	0	30			0037-7732															2000-03-01	WOS:000086404000001		
J	Meyer, JW; Jepperson, RL										The "actors" of modern society: The cultural construction of social agency								SOCIOLOGICAL THEORY				18	1			100	120				10.1111/0735-2751.00090							Article; Proceedings Paper	MAR 2000	2000						Conference on Institutional AnalysisConference on Institutional Analysis	MAR, 1996MAR, 1996		UNIV ARIZONA, TEMPE, AZUNIV ARIZONA, TEMPE, AZ	626	0	2	0	5	5	735			0735-2751	1467-9558														2000-03-01	WOS:000087364400006		
J	Molm, LD; Takahashi, N; Peterson, G				Peterson, Gretchen/C-7820-2011						Risk and trust in social exchange: An experimental test of a classical proposition								AMERICAN JOURNAL OF SOCIOLOGY				105	5			1396	1427				10.1086/210434							Article	MAR 2000	2000										554	3	2	1	17	2	734			0002-9602	1537-5390														2000-03-01	WOS:000086364100004		
