PT	AU	BA	CA	GP	RI	OI	BE	Z2	AU	AA	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	VN	VH	DI	D2	L1	L2	L3	EA	SU	DT	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	G1	NR	CR	LA	AS	AC	CG	DG	C1	C3	EC	DE	DA	UT	PM	
J	Sweeney, MM										Shared beginnings, divergent lives: Delinquent boys to age 70.								SOCIAL FORCES				83	4			1767	1768				10.1353/sof.2005.0083							Book Review	JUN 2005	2005										0	0	0	0	0	0	0			0037-7732	1534-7605														2005-06-01	WOS:000231711800022		
J	Tolbert, CM				Tolbert, Charles/B-8171-2008						Minding our own business: Local retail establishments and the future of southern civic community								SOCIAL FORCES				83	4			1309	1328				10.1353/sof.2005.0084							Article	JUN 2005	2005										47	0	0	0	0	0	63			0037-7732	1534-7605														2005-06-01	WOS:000231711800001		
J	Torche, F										Unequal but fluid: Social mobility in Chile in comparative perspective								AMERICAN SOCIOLOGICAL REVIEW				70	3			422	450				10.1177/000312240507000304							Review	JUN 2005	2005										123	0	1	0	1	34	174			0003-1224	1939-8271														2005-06-01	WOS:000230529700004		
J	Ukaegbu, CC										Lessons from Biafra: The structuration of socially relevant science in the research and production directorate								SOCIAL FORCES				83	4			1395	1423				10.1353/sof.2005.0085							Article	JUN 2005	2005										6	0	0	0	0	0	10			0037-7732	1534-7605														2005-06-01	WOS:000231711800004		
J	Weeden, KA										Is there a flexiglass ceiling? Flexible work arrangements and wages in the United States								SOCIAL SCIENCE RESEARCH				34	2			454	482				10.1016/j.ssresearch.2004.04.006							Article	JUN 2005	2005										92	0	0	1	2	0	117			0049-089X	1096-0317														2005-06-01	WOS:000229512100009		
J	Whipple, M										The Dewey-Lippmann debate today: Communication distortions, reflective agency, and participatory democracy								SOCIOLOGICAL THEORY				23	2			156	178				10.1111/j.0735-2751.2005.00248.x							Article	JUN 2005	2005										33	0	0	0	0	0	55			0735-2751	1467-9558														2005-06-01	WOS:000229080600002		
J	Williams, JE				Williams, Jonathan/O-2696-2017						Between Sundays: Black women and everyday struggles of faith.								SOCIAL FORCES				83	4			1787	1788				10.1353/sof.2005.0086							Book Review	JUN 2005	2005										0	0	0	0	0	0	0			0037-7732															2005-06-01	WOS:000231711800034		
J	Yakubovich, V					Yakubovich, Valery/0000-0001-7519-2578					Weak ties, information, and influence: How workers find jobs in a local Russian labor market								AMERICAN SOCIOLOGICAL REVIEW				70	3			408	421				10.1177/000312240507000303							Article	JUN 2005	2005										206	2	2	0	3	1	248			0003-1224	1939-8271														2005-06-01	WOS:000230529700003		
J	You, JS; Khagram, S				You, Jong-sung/AAA-9999-2019						A comparative study of inequality and corruption (vol 70, pg 136, 2005)								AMERICAN SOCIOLOGICAL REVIEW				70	3			539	539											Correction	JUN 2005	2005										0	0	0	0	0	0	0			0003-1224															2005-06-01	WOS:000230529700009		
J	Archibald, ME										Clinical psychiatry in imperial Germany: A history of psychiatric practice.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1844	1846				10.1086/432400							Book Review	MAY 2005	2005										0	0	0	0	0	0	1			0002-9602															2005-05-01	WOS:000230327600027		
J	Armstrong, EM					Lee, Ellie/0000-0001-8131-6872					Abortion, motherhood, and mental health: Medicalizing reproduction in the United States and Great Britain.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1842	1844				10.1086/432399							Book Review	MAY 2005	2005										0	0	0	0	0	0	1			0002-9602															2005-05-01	WOS:000230327600026		
J	Avellar, S; Smock, PJ				Smock, Pamela/B-8390-2009	Smock, Pamela/0000-0001-6343-1893					The economic consequences of the dissolution of cohabiting unions								JOURNAL OF MARRIAGE AND FAMILY				67	2			315	327				10.1111/j.0022-2445.2005.00118.x							Article	MAY 2005	2005										115	0	0	0	5	0	147			0022-2445	1741-3737														2005-05-01	WOS:000228772800005		
J	Bamyeh, MA										Faithlines: Muslim conceptions of Islam and society.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1834	1835				10.1086/432395							Book Review	MAY 2005	2005										1	0	0	0	0	0	2			0002-9602															2005-05-01	WOS:000230327600022		
J	Ben-Yehuda, N				Ben-Yehuda, Nachman/U-2963-2019						Cultural trauma and collective identity.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1848	1850				10.1086/432402							Book Review	MAY 2005	2005										0	0	0	0	0	0	1			0002-9602	1537-5390														2005-05-01	WOS:000230327600029		
J	Biggs, M				Biggs, Michael/LBG-8810-2024	Biggs, Michael/0000-0003-4570-9753					Strikes as forest fires: Chicago and Paris in the late nineteenth century								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1684	1714				10.1086/427675							Article	MAY 2005	2005										79	0	0	0	5	0	88			0002-9602	1537-5390														2005-05-01	WOS:000230327600004		
J	Biggs, M				Biggs, Michael/LBG-8810-2024	Biggs, Michael/0000-0003-4570-9753					Games prisoners play: The tragicomic worlds of Polish prison.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1820	1822				10.1086/432388							Book Review	MAY 2005	2005										0	0	0	0	0	0	1			0002-9602															2005-05-01	WOS:000230327600015		
J	Bird, F										Cults, religion, and violence.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1836	1838				10.1086/432396							Book Review	MAY 2005	2005										0	0	0	0	0	0	1			0002-9602															2005-05-01	WOS:000230327600023		
J	Booth, A; Johnson, DR; Granger, DA										Testosterone, marital quality, and role overload								JOURNAL OF MARRIAGE AND FAMILY				67	2			483	498				10.1111/j.0022-2445.2005.00130.x							Article	MAY 2005	2005										25	0	0	0	10	0	33			0022-2445	1741-3737														2005-05-01	WOS:000228772800017		
J	Borgatti, SP; Molina, J				Molina, José-Luis/B-5796-2013; Borgatti, Stephen/LDF-4542-2024; Molina, Jose Luis/A-7463-2008	Borgatti, Stephen/0000-0002-5776-5579; Molina, Jose Luis/0000-0002-2932-2690					Toward ethical guidelines for network research in organizations								SOCIAL NETWORKS				27	2			107	117				10.1016/j.socnet.2005.01.004							Article	MAY 2005	2005										86	0	0	0	5	1	123			0378-8733	1879-2111														2005-05-01	WOS:000228888300003		
J	Breiger, RL				Breiger, Ronald/Q-1801-2019	Breiger, Ronald/0000-0003-0575-9211					Introduction to special issue: ethical dilemmas in social network research								SOCIAL NETWORKS				27	2			89	93				10.1016/j.socnet.2005.01.002							Editorial Material	MAY 2005	2005										8	0	0	0	0	0	8			0378-8733															2005-05-01	WOS:000228888300001		
J	Calhoun, C										The uncertainties of knowledge.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1822	1824				10.1086/432389							Book Review	MAY 2005	2005										0	0	0	0	0	0	1			0002-9602															2005-05-01	WOS:000230327600016		
J	Campbell, C										Family care in HIV/AIDS: Exploring lived experience.								JOURNAL OF MARRIAGE AND FAMILY				67	2			530	531				10.1111/j.0022-2445.2005.00br1.x							Book Review	MAY 2005	2005										0	0	0	0	0	0	0			0022-2445															2005-05-01	WOS:000228772800020		
J	Carty, V										The next upsurge: Labor and the new social movements.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1854	1856				10.1086/432405							Book Review	MAY 2005	2005										0	0	0	0	0	0	1			0002-9602															2005-05-01	WOS:000230327600032		
J	Chambliss, W										Shared beginnings, divergent lives: Delinquent boys to age 70.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1811	1814				10.1086/432384							Book Review	MAY 2005	2005										1	0	0	0	0	0	1			0002-9602	1537-5390														2005-05-01	WOS:000230327600011		
J	Chong, KH				Chong, Kelly/JXN-8770-2024						Asian American religions: The making and remaking of borders and boundaries.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1831	1833				10.1086/432394							Book Review	MAY 2005	2005										0	0	0	0	0	0	1			0002-9602															2005-05-01	WOS:000230327600021		
J	Churchill, S										At play in Belfast.								JOURNAL OF MARRIAGE AND FAMILY				67	2			531	532											Book Review	MAY 2005	2005										0	0	0	0	0	0	0			0022-2445															2005-05-01	WOS:000228772800021		
J	Cook, DT										Who owns native culture?								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1850	1852				10.1086/432403							Book Review	MAY 2005	2005										0	0	0	0	0	0	1			0002-9602															2005-05-01	WOS:000230327600030		
J	Crowder, K; South, SJ										Race, class, and changing patterns of migration between poor and nonpoor neighborhoods								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1715	1763				10.1086/428686							Article	MAY 2005	2005										106	0	0	0	5	0	146			0002-9602															2005-05-01	WOS:000230327600005		
J	D'Augelli, AR; Grossman, AH; Starks, MT										Parents' awareness of lesbian, gay, and bisexual youths' sexual orientation								JOURNAL OF MARRIAGE AND FAMILY				67	2			474	482				10.1111/j.0022-2445.2005.00129.x							Article	MAY 2005	2005										155	0	0	0	11	0	309			0022-2445															2005-05-01	WOS:000228772800016		
J	DeLeire, T; Kalil, A										How do cohabiting couples with children spend their money?								JOURNAL OF MARRIAGE AND FAMILY				67	2			286	295				10.1111/j.0022-2445.2005.00116.x							Article	MAY 2005	2005										38	0	0	0	1	0	53			0022-2445															2005-05-01	WOS:000228772800003		
J	Elsberg, C										The Sikh diaspora in Vancouver: Three generations amid tradition, modernity, and multiculturalism.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1830	1831				10.1086/432393							Book Review	MAY 2005	2005										0	0	0	0	0	0	0			0002-9602															2005-05-01	WOS:000230327600020		
J	Erickson, RJ										Why emotion work matters: Sex, gender, and the division of household labor								JOURNAL OF MARRIAGE AND FAMILY				67	2			337	351				10.1111/j.0022-2445.2005.00120.x							Article; Proceedings Paper	MAY 2005	2005						Annual Meeting of the Midwest-Sociological-SocietyAnnual Meeting of the Midwest-Sociological-Society	APR, 2001APR, 2001	Midwest Sociol SocMidwest Sociol Soc	ST LOUIS, MOST LOUIS, MO	289	1	1	0	7	2	412			0022-2445	1741-3737														2005-05-01	WOS:000228772800007		
J	Fenelon, JV										Robben Island and prisoner resistance to apartheid.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1818	1820				10.1086/432387							Book Review	MAY 2005	2005										0	0	0	0	0	0	1			0002-9602															2005-05-01	WOS:000230327600014		
J	Fischer, CS										Bowling alone: What's the score?								SOCIAL NETWORKS				27	2			155	167				10.1016/j.socnet.2005.01.009							Book Review	MAY 2005	2005										90	0	0	0	2	1	122			0378-8733	1879-2111														2005-05-01	WOS:000228888300006		
J	Geist, C					Geist, Claudia/0000-0003-1901-3429					The family of woman: Lesbian mothers, their children, and the undoing of gender.								JOURNAL OF MARRIAGE AND FAMILY				67	2			532	533				10.1111/j.0022-2445.2005.00br3.x							Book Review	MAY 2005	2005										0	0	0	0	0	0	0			0022-2445	1741-3737														2005-05-01	WOS:000228772800022		
J	Gibson, DR				Gibson, David/HTQ-3690-2023						Taking turns and talking ties: Networks and conversational interaction								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1561	1597				10.1086/428689							Article	MAY 2005	2005										108	0	0	0	3	1	135			0002-9602															2005-05-01	WOS:000230327600001		
J	Goolsby, R										Ethics and defense agency funding: some considerations								SOCIAL NETWORKS				27	2			95	106				10.1016/j.socnet.2005.01.003							Article	MAY 2005	2005										2	0	0	0	0	0	6			0378-8733															2005-05-01	WOS:000228888300002		
J	Gorski, P										The making of English national identity.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1826	1828				10.1086/432391							Book Review	MAY 2005	2005										0	0	0	0	0	0	0			0002-9602															2005-05-01	WOS:000230327600018		
J	Heuveline, P; Timberlake, JM										The role of cohabitation in family formation: The United States in comparative perspective (vol 66, pg 1214, 2004)								JOURNAL OF MARRIAGE AND FAMILY				67	2															Correction	MAY 2005	2005										0	0	0	0	0	0	0			0022-2445															2005-05-01	WOS:000228772800001		
J	Hodson, R										Unpopular culture: The ritual of complaint in a British bank.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1852	1853				10.1086/432404							Book Review	MAY 2005	2005										0	0	0	0	0	0	1			0002-9602															2005-05-01	WOS:000230327600031		
J	Johnson, MK				Johnson, Monica/JVO-6522-2024						Family roles and work values: Processes of selection and change								JOURNAL OF MARRIAGE AND FAMILY				67	2			352	369											Article	MAY 2005	2005										43	0	0	1	0	3	73			0022-2445	1741-3737														2005-05-01	WOS:000228772800008		
J	Kadushin, C				Kadushin, Charles/A-2310-2008						Who benefits from network analysis: ethics of social network research								SOCIAL NETWORKS				27	2			139	153				10.1016/j.socnet.2005.01.005							Article	MAY 2005	2005										77	1	0	0	6	1	101			0378-8733															2005-05-01	WOS:000228888300005		
J	King, V; Scott, ME										A comparison of cohabiting relationships among older and younger adults								JOURNAL OF MARRIAGE AND FAMILY				67	2			271	285				10.1111/j.0022-2445.2005.00115.x							Article; Proceedings Paper	MAY 2005	2005						Annual Meeting of the Population-Association-of-AmericaAnnual Meeting of the Population-Association-of-America	APR 01-03, 2004APR 01-03, 2004	Populat Assoc AmerPopulat Assoc Amer	Boston, MABoston, MA	85	0	0	0	1	0	108			0022-2445	1741-3737														2005-05-01	WOS:000228772800002		
J	Klovdahl, AS					Klovdahl, Alden S/0000-0003-3623-1487					Social network research and human subjects protection: Towards more effective infectious disease control								SOCIAL NETWORKS				27	2			119	137				10.1016/j.socnet.2005.01.006							Article	MAY 2005	2005										41	0	0	0	7	1	52			0378-8733															2005-05-01	WOS:000228888300004		
J	Kotchick, BA; Dorsey, S; Heller, L				Kotchick, Beth/AAU-8299-2020						Predictors of parenting among African American single mothers: Personal and contextual factors								JOURNAL OF MARRIAGE AND FAMILY				67	2			448	460				10.1111/j.0022-2445.2005.00127.x							Article	MAY 2005	2005										124	0	0	0	2	1	182			0022-2445	1741-3737														2005-05-01	WOS:000228772800014		
J	Kotler, JA										Television families: Is something wrong in suburbia?								JOURNAL OF MARRIAGE AND FAMILY				67	2			534	535											Book Review	MAY 2005	2005										0	0	0	0	0	0	0			0022-2445															2005-05-01	WOS:000228772800024		
J	Lee, YS; Waite, LJ										Husbands' and wives' time spent on housework: A comparison of measures								JOURNAL OF MARRIAGE AND FAMILY				67	2			328	336				10.1111/j.0022-2445.2005.00119.x							Article; Proceedings Paper	MAY 2005	2005						96th Annual Meeting of the American-Sociological-Association96th Annual Meeting of the American-Sociological-Association	AUG 17-21, 2001AUG 17-21, 2001	Amer Sociol AssocAmer Sociol Assoc	ANAHEIM, CAANAHEIM, CA	153	0	0	0	5	0	182			0022-2445															2005-05-01	WOS:000228772800006		
J	Lichter, DT				Lichter, Daniel/F-3941-2010						One nation, underprivileged: Why American poverty affects us all.								JOURNAL OF MARRIAGE AND FAMILY				67	2			535	537				10.1111/j.0022-2445.2005.00br6.x							Book Review	MAY 2005	2005										0	0	0	0	0	0	0			0022-2445	1741-3737														2005-05-01	WOS:000228772800025		
J	Loveman, M										The modern state and the primitive accumulation of symbolic power								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1651	1683				10.1086/428688							Article	MAY 2005	2005										193	0	0	0	1	3	272			0002-9602	1537-5390														2005-05-01	WOS:000230327600003		
J	Mastrofski, SD										Understanding police use of force: Officers, suspects, and reciprocity.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1814	1816				10.1086/432385							Book Review	MAY 2005	2005										0	0	0	0	0	0	0			0002-9602															2005-05-01	WOS:000230327600012		
J	Menaghan, EG										Work-family challenges for low-income parents and their children.								JOURNAL OF MARRIAGE AND FAMILY				67	2			537	538				10.1111/j.0022-2445.2005.00br7.x							Book Review	MAY 2005	2005										4	0	0	0	0	0	5			0022-2445															2005-05-01	WOS:000228772800026		
J	Meyer, H										The not-so-golden years: Caregiving, the frail elderly and the long term care establishment.								JOURNAL OF MARRIAGE AND FAMILY				67	2			533	534											Book Review	MAY 2005	2005										0	0	0	0	0	0	1			0022-2445															2005-05-01	WOS:000228772800023		
J	Moon, D										Truth, power and lies: Irish society and the case of the Kerry babies.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1839	1840				10.1086/432397							Book Review	MAY 2005	2005										0	0	0	0	0	0	0			0002-9602															2005-05-01	WOS:000230327600024		
J	Myers, G										If you tame me: Understanding our connection with animals.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1846	1848				10.1086/432401							Book Review	MAY 2005	2005										0	0	0	0	0	0	0			0002-9602															2005-05-01	WOS:000230327600028		
J	Nobles, M										Race in another America: The significance of skin color in Brazil.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1805	1807				10.1086/432381							Book Review	MAY 2005	2005										0	0	0	0	0	0	2			0002-9602															2005-05-01	WOS:000230327600008		
J	Oberschall, A										Why did they kill? Cambodia in the shadow of genocide.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1816	1817				10.1086/432386							Book Review	MAY 2005	2005										0	0	0	0	0	0	0			0002-9602															2005-05-01	WOS:000230327600013		
J	Pears, KC; Pierce, SL; Kim, HK; Capaldi, DM; Owen, LD				Owen, Lee/G-6848-2011	Pears, Katherine/0000-0002-6939-2482; Kim, Hyoun K./0000-0003-2993-2381					The timing of entry into fatherhood in young, at-risk men								JOURNAL OF MARRIAGE AND FAMILY				67	2			429	447				10.1111/j.0022-2445.2005.00126.x							Article	MAY 2005	2005										54	0	1	0	8	0	70			0022-2445	1741-3737														2005-05-01	WOS:000228772800013	16680202	
J	Peters, CL										Intergenerational ambivalences: New perspectives on parent-child relations in later life.								JOURNAL OF MARRIAGE AND FAMILY				67	2			538	540				10.1111/j.0022-2445.2005.00br8.x							Book Review	MAY 2005	2005										0	0	0	0	0	0	1			0022-2445	1741-3737														2005-05-01	WOS:000228772800027		
J	Phillips, JA; Sweeney, MM					Phillips, Julie/0000-0002-0584-8110					Premarital cohabitation and marital disruption among White, Black, and Mexican American women								JOURNAL OF MARRIAGE AND FAMILY				67	2			296	314				10.1111/j.0022-2445.2005.00117.x							Article; Proceedings Paper	MAY 2005	2005						99th Annual Meeting of the American-Sociological-Association99th Annual Meeting of the American-Sociological-Association	AUG 14-17, 2004AUG 14-17, 2004	Amer Sociol AssocAmer Sociol Assoc	San Francisco, CASan Francisco, CA	79	0	0	0	3	1	124			0022-2445	1741-3737														2005-05-01	WOS:000228772800004		
J	Polillo, S; Guillén, MF				Polillo, Simone/AFU-6363-2022	Polillo, Simone/0000-0002-7873-7075					Globalization pressures and the state:: The worldwide spread of central bank independence								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1764	1802				10.1086/428685							Review	MAY 2005	2005										282	0	1	0	1	5	331			0002-9602															2005-05-01	WOS:000230327600006		
J	Rock, P										Total confinement: Madness and reason in the maximum security prison.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1810	1811				10.1086/432383							Book Review	MAY 2005	2005										0	0	0	0	0	0	1			0002-9602	1537-5390														2005-05-01	WOS:000230327600010		
J	Roncek, DW										Under siege: Poverty and crime in a public housing community.								AMERICAN JOURNAL OF SOCIOLOGY				110	6			1808	1809				10.1086/432382							Book Review	MAY 2005	2005										0	0	0	0	0	0	0			0002-9602															2005-05-01	WOS:000230327600009		
