PT	AU	BA	CA	GP	RI	OI	BE	Z2	AU	AA	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	VN	VH	DI	D2	L1	L2	L3	EA	SU	DT	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	G1	NR	CR	LA	AS	AC	CG	DG	C1	C3	EC	DE	DA	UT	PM	
J	Straus, MA; Field, CJ				Straus, Murray/C-3806-2012						Psychological aggression by American parents: National data on prevalence, chronicity, and severity								JOURNAL OF MARRIAGE AND FAMILY				65	4			795	808				10.1111/j.1741-3737.2003.00795.x							Article; Proceedings Paper	NOV 2003	2003						95th Annual Meeting of the American-Sociological-Association95th Annual Meeting of the American-Sociological-Association	AUG 11-16, 2000AUG 11-16, 2000	Amer Sociol AssocAmer Sociol Assoc	Washington, DCWashington, DC	125	5	0	0	13	3	195			0022-2445															2003-11-01	WOS:000186612200003		
J	Sun, YM										The well-being of adolescents in households with no biological parents								JOURNAL OF MARRIAGE AND FAMILY				65	4			894	909				10.1111/j.1741-3737.2003.00894.x							Article	NOV 2003	2003										39	0	0	0	0	0	54			0022-2445															2003-11-01	WOS:000186612200010		
J	Western, B										At home and abroad: US Labor Market performance in international perspective								AMERICAN JOURNAL OF SOCIOLOGY				109	3			772	774				10.1086/381997							Book Review	NOV 2003	2003										0	0	0	0	0	0	0			0002-9602															2003-11-01	WOS:000187724300016		
J	Wickrama, KAS; Bryant, CM										Community context of social resources and adolescent mental health								JOURNAL OF MARRIAGE AND FAMILY				65	4			850	866				10.1111/j.1741-3737.2003.00850.x							Article	NOV 2003	2003										128	1	0	0	10	0	181			0022-2445	1741-3737														2003-11-01	WOS:000186612200007		
J	Willetts, MC										An exploratory investigation of heterosexual licensed domestic partners								JOURNAL OF MARRIAGE AND FAMILY				65	4			939	952				10.1111/j.1741-3737.2003.00939.x							Article	NOV 2003	2003										5	0	0	0	0	0	8			0022-2445	1741-3737														2003-11-01	WOS:000186612200013		
J	Williams, L; Sobieszczyk, T					Williams, Lindy/0000-0002-6172-3996					Couple attitudes and agreement regarding pregnancy wantedness in the Philippines								JOURNAL OF MARRIAGE AND FAMILY				65	4			1019	1029				10.1111/j.1741-3737.2003.01019.x							Article; Proceedings Paper	NOV 2003	2003						Annual Meeting of the Population-Association-of-AmericaAnnual Meeting of the Population-Association-of-America	MAY 09-11, 2002MAY 09-11, 2002	Populat Assoc AmerPopulat Assoc Amer	ATLANTA, GAATLANTA, GA	6	0	0	0	2	0	11			0022-2445	1741-3737														2003-11-01	WOS:000186612200019		
J	Willson, AE; Shuey, KM; Elder, GH										Ambivalence in the relationship of adult children to aging parents and in-laws								JOURNAL OF MARRIAGE AND FAMILY				65	4			1055	1072				10.1111/j.1741-3737.2003.01055.x							Article	NOV 2003	2003										164	0	1	0	1	0	209			0022-2445															2003-11-01	WOS:000186612200022		
J	Zorn, D										Manufacturing rationality: The engineering foundations of the managerial revolution								AMERICAN JOURNAL OF SOCIOLOGY				109	3			768	770				10.1086/381995							Book Review	NOV 2003	2003										0	0	0	0	0	0	0			0002-9602															2003-11-01	WOS:000187724300014		
J	Akom, AA										Reexamining resistance as oppositional behavior: The nation of Islam and the creation of a black achievement ideology								SOCIOLOGY OF EDUCATION				76	4			305	325				10.2307/1519868							Article	OCT 2003	2003										98	0	0	0	0	0	180			0038-0407	1939-8573														2003-10-01	WOS:000222044800003		
J	Barro, RJ; McCleary, RM										Religion and economic growth across countries								AMERICAN SOCIOLOGICAL REVIEW				68	5			760	781				10.2307/1519761							Article	OCT 2003	2003										770	2	5	2	11	8	877			0003-1224															2003-10-01	WOS:000227847000005		
J	Burawoy, M										Revisits: An outline of a theory of reflexive ethnography								AMERICAN SOCIOLOGICAL REVIEW				68	5			645	679				10.2307/1519757							Article	OCT 2003	2003										337	0	0	0	2	10	423			0003-1224	1939-8271														2003-10-01	WOS:000227847000001		
J	Costenbader, E; Valente, TW										The stability of centrality measures when networks are sampled								SOCIAL NETWORKS				25	4			283	307				10.1016/S0378-8733(03)00012-1							Article	OCT 2003	2003										515	5	0	0	99	6	622			0378-8733															2003-10-01	WOS:000186975800001		
J	Dillabough, JA										Gender, education, and society: The limits and possibilities of feminist reproduction theory								SOCIOLOGY OF EDUCATION				76	4			376	379				10.2307/1519874							Article	OCT 2003	2003										13	0	0	0	0	0	25			0038-0407															2003-10-01	WOS:000222044800009		
J	Ferraro, KF; Kelley-Moore, JA				Ferraro, Kenneth/E-4811-2011	Ferraro, Kenneth/0000-0003-3692-5235; , Jessica/0009-0001-4349-6259					Cumulative disadvantage and health: long-term consequences of obesity?								AMERICAN SOCIOLOGICAL REVIEW				68	5			707	729				10.2307/1519759							Article	OCT 2003	2003										242	1	0	0	15	1	334			0003-1224	1939-8271														2003-10-01	WOS:000227847000003	22581979	
J	Grant, L; Pong, SL										Perspectives on Critical Issues								SOCIOLOGY OF EDUCATION				76	4			368	368											Editorial Material	OCT 2003	2003										1	0	0	0	0	0	1			0038-0407															2003-10-01	WOS:000222044800006		
J	Horvat, EM; Lewis, KS										Reassessing the "burden of 'acting white"': The importance of peer groups in managing academic success								SOCIOLOGY OF EDUCATION				76	4			265	280				10.2307/1519866							Article	OCT 2003	2003										115	0	0	0	0	1	273			0038-0407															2003-10-01	WOS:000222044800001		
J	Lovejoy, WS; Loch, CH				Loch, Christoph/GYQ-9175-2022						Minimal and maximal characteristic path lengths in connected sociomatrices								SOCIAL NETWORKS				25	4			333	347				10.1016/j.socnet.2003.10.001							Article	OCT 2003	2003										32	0	0	0	4	0	33			0378-8733															2003-10-01	WOS:000186975800003		
J	Lubbers, MJ				Lubbers, Miranda/P-1250-2018	Lubbers, Miranda/0000-0001-8398-6044					Group composition and network structure in school classes:: a multilevel application of the <i>p</i>* model								SOCIAL NETWORKS				25	4			309	332				10.1016/S0378-8733(03)00013-3							Article	OCT 2003	2003										58	0	0	0	3	0	66			0378-8733															2003-10-01	WOS:000186975800002		
J	Mickelson, RA										Gender, Bourdieu, and the anomaly of women's achievement Redux								SOCIOLOGY OF EDUCATION				76	4			373	375				10.2307/1519873							Article	OCT 2003	2003										46	0	0	0	0	0	72			0038-0407	1939-8573														2003-10-01	WOS:000222044800008		
J	Montgomery, JD										A formalization and test of the religious economies model								AMERICAN SOCIOLOGICAL REVIEW				68	5			782	809				10.2307/1519762							Article	OCT 2003	2003										56	0	1	0	0	2	64			0003-1224	1939-8271														2003-10-01	WOS:000227847000006		
J	Orr, AJ										Black-white differences in achievement: The importance of wealth								SOCIOLOGY OF EDUCATION				76	4			281	304				10.2307/1519867							Article	OCT 2003	2003										208	0	1	0	7	0	410			0038-0407	1939-8573														2003-10-01	WOS:000222044800002		
J	Riordan, C										Failing in school? Yes; victims of war? No								SOCIOLOGY OF EDUCATION				76	4			369	372				10.2307/1519872							Article	OCT 2003	2003										8	0	0	0	0	0	19			0038-0407															2003-10-01	WOS:000222044800007		
J	Schofer, E										The global institutionalization of geological science, 1800 to 1990								AMERICAN SOCIOLOGICAL REVIEW				68	5			730	759				10.2307/1519760							Article	OCT 2003	2003										77	0	0	0	0	1	96			0003-1224															2003-10-01	WOS:000227847000004		
J	Tyson, K										Notes from the back of the room: Problems and paradoxes in the schooling of young black students								SOCIOLOGY OF EDUCATION				76	4			326	343				10.2307/1519869							Article	OCT 2003	2003										72	0	0	0	0	0	180			0038-0407	1939-8573														2003-10-01	WOS:000222044800004		
J	Watt, TT										Are small schools and private schools better for adolescents' emotional adjustment?								SOCIOLOGY OF EDUCATION				76	4			344	367				10.2307/1519870							Article	OCT 2003	2003										27	0	0	1	3	0	54			0038-0407	1939-8573														2003-10-01	WOS:000222044800005		
J	Wheaton, B; Clarke, P										Space meets time: Integrating temporal and contextual influences on mental health in early adulthood								AMERICAN SOCIOLOGICAL REVIEW				68	5			680	706				10.2307/1519758							Article	OCT 2003	2003										228	1	0	0	16	0	302			0003-1224															2003-10-01	WOS:000227847000002		
J	Almeida, PD										Opportunity organizations and threat-induced contention: Protest waves in authoritarian settings								AMERICAN JOURNAL OF SOCIOLOGY				109	2			345	400				10.1086/378395							Article; Proceedings Paper	SEP 2003	2003						96th Annual Meeting of the American-Sociological-Association96th Annual Meeting of the American-Sociological-Association	AUG 17-21, 2001AUG 17-21, 2001	Amer Sociol AssocAmer Sociol Assoc	ANAHEIM, CAANAHEIM, CA	251	0	2	0	0	4	320			0002-9602															2003-09-01	WOS:000187724000003		
J	Aspers, P				Aspers, Patrik/ABG-2864-2020						Harvesting development: The construction of fresh food markets in Papua New Guinea.								AMERICAN JOURNAL OF SOCIOLOGY				109	2			517	519				10.1086/381616							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0002-9602															2003-09-01	WOS:000187724000017		
J	Attewell, P; Suazo-Garcia, B; Battle, J										Computers and young children: Social benefit or social problem?								SOCIAL FORCES				82	1			277	296				10.1353/sof.2003.0075							Article	SEP 2003	2003										69	0	2	0	3	0	96			0037-7732	1534-7605														2003-09-01	WOS:000187743700011		
J	Baiocchi, G										Democracy and the public space in Latin America.								AMERICAN JOURNAL OF SOCIOLOGY				109	2			503	505				10.1086/381609							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0002-9602															2003-09-01	WOS:000187724000010		
J	Beckfield, J										Transformation of the welfare state: The silent surrender of public responsibility.								SOCIAL FORCES				82	1			410	411				10.1353/sof.2003.0076							Book Review	SEP 2003	2003										1	0	0	0	0	0	1			0037-7732															2003-09-01	WOS:000187743700020		
J	Blum, LM; Kahn, P										Workplace justice: Organizing multi-identity movements								AMERICAN JOURNAL OF SOCIOLOGY				109	2			546	547				10.1086/381630							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0002-9602															2003-09-01	WOS:000187724000031		
J	Bobo, LD										Black pride and black prejudice.								AMERICAN JOURNAL OF SOCIOLOGY				109	2			496	499				10.1086/381606							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0002-9602															2003-09-01	WOS:000187724000006		
J	Breines, W										The New Left revisited.								AMERICAN JOURNAL OF SOCIOLOGY				109	2			509	511				10.1086/381612							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0002-9602															2003-09-01	WOS:000187724000013		
J	Bruggeman, J; Visser, HJ; van Rossum, W				Bruggeman, Jeroen/F-2918-2013						Bounded rationality at large: Technological standards in airwaves auctions								SOCIAL FORCES				82	1			169	173				10.1353/sof.2003.0077							Article	SEP 2003	2003										0	0	0	0	0	0	0			0037-7732															2003-09-01	WOS:000187743700007		
J	Budig, MJ				Budig, Michelle/AAA-9207-2022	Budig, Michelle/0000-0002-2575-5982					Are women's employment and fertility histories interdependent? An examination of causal order using event history analysis								SOCIAL SCIENCE RESEARCH				32	3			376	401				10.1016/S0049-089X(03)00012-7							Article	SEP 2003	2003										82	0	0	0	7	1	100			0049-089X															2003-09-01	WOS:000184845500002		
J	Chirot, D										Beyond state crisis? Postcolonial Africa and post-Soviet Eurasia in comparative perspective.								AMERICAN JOURNAL OF SOCIOLOGY				109	2			515	517				10.1086/381615							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0002-9602															2003-09-01	WOS:000187724000016		
J	Christie-Mizell, CA; Steelman, LC; Stewart, J										Seeing their surroundings: the effects of neighborhood setting and race on maternal distress								SOCIAL SCIENCE RESEARCH				32	3			402	428				10.1016/S0049-089X(03)00014-0							Article	SEP 2003	2003										44	0	0	0	6	0	66			0049-089X															2003-09-01	WOS:000184845500003		
J	Connell, RW										Founders, classics, canons: Modern disputes over the origins and appraisal of sociology's heritage.								AMERICAN JOURNAL OF SOCIOLOGY				109	2			538	540				10.1086/381626							Book Review	SEP 2003	2003										1	0	0	0	0	0	1			0002-9602															2003-09-01	WOS:000187724000027		
J	Coughlin, BC										The new economic sociology: Developments in an emerging field.								SOCIAL FORCES				82	1			408	409				10.1353/sof.2003.0078							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0037-7732															2003-09-01	WOS:000187743700019		
J	Crank, JP										Organizational structure in American police agencies: Context, complexity, and control								AMERICAN JOURNAL OF SOCIOLOGY				109	2			550	551				10.1086/381632							Book Review	SEP 2003	2003										1	0	0	0	0	0	1			0002-9602															2003-09-01	WOS:000187724000033		
J	Cunningham, D										The Patterning of repression: FBI counterintelligence and the new left								SOCIAL FORCES				82	1			209	240				10.1353/sof.2003.0079							Article	SEP 2003	2003										35	0	0	0	0	1	53			0037-7732	1534-7605														2003-09-01	WOS:000187743700009		
J	D'Andrade, R										Sex, love, and health in America.								AMERICAN JOURNAL OF SOCIOLOGY				109	2			529	532				10.1086/381622							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0002-9602															2003-09-01	WOS:000187724000023		
J	Dandaneau, SP										In Gotham's shadow: Globalization and community change in Central New York								AMERICAN JOURNAL OF SOCIOLOGY				109	2			552	553				10.1086/381633							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0002-9602															2003-09-01	WOS:000187724000034		
J	Deegan, MJ										Textbooks, the history of sociology, and the sociological stock of knowledge								SOCIOLOGICAL THEORY				21	3			298	305				10.1111/1467-9558.00190							Article	SEP 2003	2003										10	0	0	0	0	0	13			0735-2751	1467-9558														2003-09-01	WOS:000185488300006		
J	Delaney, KJ										It's hardly sportin': Stadiums, neighborhoods, and the new Chicago.								AMERICAN JOURNAL OF SOCIOLOGY				109	2			501	503				10.1086/381608							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0002-9602															2003-09-01	WOS:000187724000008		
J	Elman, C										Restructuring work and the life course.								SOCIAL FORCES				82	1			412	413				10.1353/sof.2003.0080							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0037-7732															2003-09-01	WOS:000187743700021		
J	Ferree, MM				Ferree, Myra/AFP-3637-2022						Resonance and radicalism: Feminist framing in the abortion debates of the United States and Germany								AMERICAN JOURNAL OF SOCIOLOGY				109	2			304	344				10.1086/378343							Article	SEP 2003	2003										403	0	0	0	0	4	544			0002-9602															2003-09-01	WOS:000187724000002		
J	Fodor, E				Fodor, Eva/ABH-8322-2020	Fodor, Eva/0000-0002-9705-4229					Inventing the needy: Gender and the politics of welfare in Hungary.								SOCIAL FORCES				82	1			423	425				10.1353/sof.2003.0082							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0037-7732	1534-7605														2003-09-01	WOS:000187743700027		
J	Fong, E				Fong, Eric/AAD-8149-2020						American diversity: A demographic challenge for the twenty-first century.								SOCIAL FORCES				82	1			432	434				10.1353/sof.2003.0083							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0037-7732															2003-09-01	WOS:000187743700032		
J	Foran, J										Pattern and repertoire in history								AMERICAN JOURNAL OF SOCIOLOGY				109	2			544	545				10.1086/381629							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0002-9602															2003-09-01	WOS:000187724000030		
J	Frank, AW										The body multiple: Ontology in medical practice.								AMERICAN JOURNAL OF SOCIOLOGY				109	2			532	534				10.1086/381623							Book Review	SEP 2003	2003										2	0	0	0	0	0	2			0002-9602															2003-09-01	WOS:000187724000024		
J	Friedrichs, DO										Trust in the law: Encouraging public cooperation with the police and courts								AMERICAN JOURNAL OF SOCIOLOGY				109	2			553	555				10.1086/381634							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0002-9602															2003-09-01	WOS:000187724000035		
J	Galtz, NR										Looking west? Cultural globalization and Russian youth cultures.								SOCIAL FORCES				82	1			427	428				10.1353/sof.2003.0084							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0037-7732															2003-09-01	WOS:000187743700029		
J	Gerber, TP				Gerber, Theodore/A-5212-2014	Gerber, Theodore/0000-0001-8899-6815					Loosening links? School-to-work transitions and institutional change in Russia since 1970								SOCIAL FORCES				82	1			241	276				10.1353/sof.2003.0085							Article	SEP 2003	2003										37	0	2	0	0	0	42			0037-7732	1534-7605														2003-09-01	WOS:000187743700010		
J	Gershuny, J										Web use and net nerds: A neofunctionalist analysis of the impact of information technology in the home								SOCIAL FORCES				82	1			141	168				10.1353/sof.2003.0086							Article	SEP 2003	2003										54	0	0	0	0	0	67			0037-7732															2003-09-01	WOS:000187743700006		
J	Gibson, D										Face to face: Toward a sociological theory of interpersonal behavior.								SOCIAL FORCES				82	1			404	406				10.1353/sof.2003.0087							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0037-7732															2003-09-01	WOS:000187743700017		
J	Gille, Z										The Silicon Valley of dreams: Environmental injustice, immigrant workers, and the high-tech global economy.								AMERICAN JOURNAL OF SOCIOLOGY				109	2			521	522				10.1086/381618							Book Review	SEP 2003	2003										1	0	0	0	0	0	1			0002-9602															2003-09-01	WOS:000187724000019		
J	Golash-Boza, T				Golash-Boza, Tanya/C-7138-2011	Golash-Boza, Tanya/0000-0002-1952-175X					Who is white? Latinos, Asians, and the new black/nonblack divide.								SOCIAL FORCES				82	1			434	435				10.1353/sof.2003.0088							Book Review	SEP 2003	2003										0	0	0	0	0	0	1			0037-7732															2003-09-01	WOS:000187743700033		
J	Gordy, E				Gordy, Eric/C-3153-2014						Framing democracy: Civil society and civic movements in Eastern Europe.								SOCIAL FORCES				82	1			421	423				10.1353/sof.2003.0089							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0037-7732															2003-09-01	WOS:000187743700026		
J	Granberg, E				Granberg, Ellen/J-7393-2015						Women and dieting culture: Inside a commercial weight loss group.								SOCIAL FORCES				82	1			429	430				10.1353/sof.2003.0090							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0037-7732															2003-09-01	WOS:000187743700030		
J	Hagan, J; Foster, H										S/He's a rebel: toward a sequential stress theory of delinquency and gendered pathways to disadvantage in emerging adulthood								SOCIAL FORCES				82	1			53	86				10.1353/sof.2003.0091							Article	SEP 2003	2003										91	0	0	0	10	0	121			0037-7732	1534-7605														2003-09-01	WOS:000187743700003		
J	Hamilton, RF										American sociology rewrites its history								SOCIOLOGICAL THEORY				21	3			281	297				10.1111/1467-9558.00189							Article	SEP 2003	2003										16	0	1	0	0	0	19			0735-2751	1467-9558														2003-09-01	WOS:000185488300005		
J	Harris, DR										Beyond black: Biracial identity in America.								SOCIAL FORCES				82	1			436	437				10.1353/sof.2003.0092							Book Review	SEP 2003	2003										0	0	0	0	0	0	1			0037-7732															2003-09-01	WOS:000187743700034		
J	Haynie, DL										Contexts of risk? Explaining the link between girls' pubertal development and their delinquency involvement								SOCIAL FORCES				82	1			355	397				10.1353/sof.2003.0093							Article	SEP 2003	2003										161	1	0	0	17	1	222			0037-7732	1534-7605														2003-09-01	WOS:000187743700014		
J	Hung, HF										Orientalist knowledge and social theories: China and the European conceptions of East-West differences from 1600 to 1900								SOCIOLOGICAL THEORY				21	3			254	280				10.1111/1467-9558.00188							Article; Proceedings Paper	SEP 2003	2003						98th Annual Meeting of the American-Sociological-Association98th Annual Meeting of the American-Sociological-Association	AUG 16-19, 2003AUG 16-19, 2003	Amer Sociol AssocAmer Sociol Assoc	ATLANTA, GAATLANTA, GA	60	0	0	0	0	0	70			0735-2751	1467-9558														2003-09-01	WOS:000185488300004		
J	Jenkins, JC; Jacobs, D; Agnone, J					Agnone, Jon/0000-0003-2791-4761					Political opportunities and African-American protest, 1948-1997								AMERICAN JOURNAL OF SOCIOLOGY				109	2			277	303				10.1086/378340							Article	SEP 2003	2003										102	0	0	0	0	2	134			0002-9602	1537-5390														2003-09-01	WOS:000187724000001		
J	Keister, LA										Between politics and markets: Firms, competition, and institutional change in post-Mao China.								AMERICAN JOURNAL OF SOCIOLOGY				109	2			523	524				10.1086/381619							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0002-9602															2003-09-01	WOS:000187724000020		
J	Keister, LA										Religion and wealth: The role of religious affiliation and participation in early adult asset accumulation								SOCIAL FORCES				82	1			175	207				10.1353/sof.2003.0094							Article	SEP 2003	2003										152	0	1	0	1	1	194			0037-7732															2003-09-01	WOS:000187743700008		
J	Kelly, CJ										Sociology and mass culture: Durkheim, Mills and Baudrillard.								AMERICAN JOURNAL OF SOCIOLOGY				109	2			540	542				10.1086/381627							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0002-9602															2003-09-01	WOS:000187724000028		
J	Klatch, RE										Freedom is an endless meeting: Democracy in American social movements.								SOCIAL FORCES				82	1			419	421				10.1353/sof.2003.0095							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0037-7732															2003-09-01	WOS:000187743700025		
J	Levin, P										Economic sociology: State, market, and society in modern capitalism.								SOCIAL FORCES				82	1			406	408				10.1353/sof.2003.0096							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0037-7732															2003-09-01	WOS:000187743700018		
J	Lewis, T										Anatomy of a conflict: Identity, knowledge, and emotion in old-growth forests.								SOCIAL FORCES				82	1			439	441				10.1353/sof.2003.0097							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0037-7732															2003-09-01	WOS:000187743700036		
J	Liber, GO										Cultural formations of post-communism: Emancipation, transition, nation, and war.								SOCIAL FORCES				82	1			425	426				10.1353/sof.2003.0098							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0037-7732															2003-09-01	WOS:000187743700028		
J	Lucas, JW					Lucas, Jeff/0000-0002-8272-7347					Theory-testing, generalization, and the problem of external validity								SOCIOLOGICAL THEORY				21	3			236	253				10.1111/1467-9558.00187							Article	SEP 2003	2003										207	0	1	0	3	2	273			0735-2751															2003-09-01	WOS:000185488300003		
J	Medrano, JD				Díez Medrano, Juan/GZK-5974-2022						Nationalist exclusion and ethnic conflict: Shadows of modernity								AMERICAN JOURNAL OF SOCIOLOGY				109	2			542	544				10.1086/381628							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0002-9602															2003-09-01	WOS:000187724000029		
J	Merrill, DM										Sisters and brothers/daughters and sons: Meeting the needs of old parents								AMERICAN JOURNAL OF SOCIOLOGY				109	2			555	557				10.1086/381635							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0002-9602															2003-09-01	WOS:000187724000036		
J	Moody, M										Faith in action: Religion, race, and democratic organizing in America.								AMERICAN JOURNAL OF SOCIOLOGY				109	2			507	509				10.1086/381611							Book Review	SEP 2003	2003										0	0	0	0	0	0	0			0002-9602															2003-09-01	WOS:000187724000012		
